Aphrika	Africa
Arthur Rubinstein	Arthur Rubinstein
Fahd bin Abdul-Aziz	Fahd dell'Arabia Saudita
Samuel Johnson	Samuel Johnson
Allpapi puquq	Tubero
Yura usa	Aphidoidea
16 ñiqin pachakwata kñ	XVI secolo a.C.
20 ñiqin pachakwata kñ	XX secolo a.C.
Tika	Adobe (mattone)
130 watakuna kñ	Anni 130 a.C.
130 watakuna	Anni 130
Huyi runa	Hui (popolo)
Lanzhou	Lanzhou
Franjo Tuđman	Franjo Tuđman
Alija Izetbegović	Alija Izetbegović
David Trezeguet	David Trezeguet
Oseaspa qillqasqan	Libro di Osea
Preston	Preston
Darijo Srna	Darijo Srna
Viña del Mar	Viña del Mar
Natriyu qullpa	Nitrato di sodio
Pampa-pampa	Pampa
Mayu atuq	Chrysocyon brachyurus
Mamaqucha yaku	Acqua di mare
São Bernardo do Campo	São Bernardo do Campo
Guarulhos	Guarulhos
Aya wantu	Bara
Jorge Amado	Jorge Amado
Yura qara	Corteccia (botanica)
Sirk'a iskuyay	Arteriosclerosi
Wiraqucha michikuna	Gli Aristogatti
K'iri	Ferita
Contae Mhuineacháin	Monaghan (contea)
Achi Tayta iskay ñiqin piti	Il padrino - Parte II
Ipswich	Ipswich
Wiskul	Cathartidae
Turu pukllay	Tauromachia
Hastings Banda	Hastings Banda
Kaposvár	Kaposvár
Inlish pinkuyllu	Corno inglese
Miguel de Unamuno	Miguel de Unamuno
Carlos Menem	Carlos Saúl Menem
Olivia Newton-John	Olivia Newton-John
Wachachiq	Ostetrica
Piraña	Serrasalminae
Khipu q'aytu	Quipu
Dennis Bergkamp	Dennis Bergkamp
Sara (sut'ichana)	Sara (disambigua)
Añaka	Caramella
Hefei	Hefei
Maki muqu	Polso
Wanu	Letame
Sut'u	Goccia
Isaac Albéniz	Isaac Albéniz
Hibon	Hylobatidae
Carmen (taki aranway)	Carmen (opera)
Juan Ponce de León	Juan Ponce de León
K'aklla tullu	Osso zigomatico
Baranya suyu	Provincia di Baranya
1780 Hatun Pillunkuy	Grande uragano del 1780
Rafael Márquez	Rafael Márquez
Wanachay	Pena
Rinri q'utu qumutu	Pleurotus ostreatus
Amuqlli unquy	Tonsillite
Atam	Parassitismo
Julius Nyerere	Julius Nyerere
Pirqa allallanka	Podarcis muralis
Ernesto Sabato	Ernesto Sabato
Gilbert du Motier de La Fayette	Gilbert du Motier de La Fayette
19 ñiqin pachakwata kñ	XIX secolo a.C.
Oleg Blokhin	Oleh Blochin
Sikllalla kuyuna	Macchina semplice
17 ñiqin pachakwata kñ	XVII secolo a.C.
Dante Gabriel Rossetti	Dante Gabriel Rossetti
Francisco de Toledo	Francisco de Toledo
Rinri uyarina	Auricolari
Wikch'unayay	Nausea
Raphiwaqracha suntu	Scarabaeidae
Lionel Jospin	Lionel Jospin
Hristo Stoichkov	Hristo Stoičkov
Umberto II	Umberto II di Savoia
Kenny Dalglish	Kenny Dalglish
Tim Cahill	Tim Cahill
Vestmannaeyjar	Vestmannaeyjar
Pukllanamanta Willakuy 2	Toy Story 2 - Woody e Buzz alla riscossa
Pukllanamanta Willakuy 3	Toy Story 3 - La grande fuga
Akawara	Pannolino
Robert Zemeckis	Robert Zemeckis
Contae an Chabháin	Cavan (contea)
Álvaro Uribe	Álvaro Uribe Vélez
Monsters, Inc.	Monsters & Co.
Dunaújváros	Dunaújváros
Tatabánya	Tatabánya
Misk'i sirinka	Flauto dolce
Kawallu kallpanakuy	Ippica
Yawar wiqi	Ochroma pyramidale
Yura pacha	Vegetazione
Sasa samay	Dispnea
Kachi qucha	Lago salato
Yant'a kuru	Phasmatodea
Lawriqucha pruwinsya	Provincia di Lauricocha
Juan Pablo Duarte	Juan Pablo Duarte
Mary Robinson	Mary Robinson
1400 watakuna	Anni 1400
Cruzeiro EC	Cruzeiro Esporte Clube
Tangled	Rapunzel - L'intreccio della torre
Yawirka	Cavo
Madagaskar 2	Madagascar 2
Robin Gibb	Robin Gibb
140 watakuna	Anni 140
Layqa qulluy	Caccia alle streghe
140 watakuna kñ	Anni 140 a.C.
1410 watakuna	Anni 1410
Sophoniyaspa qillqasqan	Libro di Sofonia
Pest suyu	Provincia di Pest
Rigoberta Menchú	Rigoberta Menchú Tum
Roy Keane	Roy Keane
Shanshu	Opisthocomus hoazin
Hamchi	Crusca
Silq'uy	Firma
Wayllunk'a	Altalena (oscillante)
Michael Laudrup	Michael Laudrup
Kitakyūshū	Kitakyūshū
Hampi yura	Pianta medicinale
Chakra	Campo (agricoltura)
Leopoldo Lugones	Leopoldo Lugones
Bernardino Rivadavia	Bernardino Rivadavia
1430 watakuna	Anni 1430
Giorgos Karagounis	Giōrgos Karagkounīs
Drum'n'Bass	Drum and bass
Hermosillo	Hermosillo
Davor Šuker	Davor Šuker
Katisismu	Catechismo
Awqaq pusaq	Ufficiale (forze armate)
Wallqa	Collana
Theodore Richards	Theodore William Richards
Chaqllisinchi nankay	Equilibrio chimico
Pirqa llut'ana	Malta (materiale)
Ion Iliescu	Ion Iliescu
Patrick Kluivert	Patrick Kluivert
Tullpuna	Colorante
Leonid Kravčuk	Leonid Kravčuk
Tapuy	Quesito
Szekszárd	Szekszárd
Pont du Gard	Ponte del Gard
Salgótarján	Salgótarján
P'aqchi	Volta (architettura)
Antonio José de Sucre	Antonio José de Sucre
Ch'iqan	Diagonale
Haikou	Haikou
Mukmu	Gemma (botanica)
1460 watakuna	Anni 1460
Gernika-Lumo	Guernica
Gheorghe Hagi	Gheorghe Hagi
Inuyt runa	Inuit
Franco Baresi	Franco Baresi
1470 watakuna	Anni 1470
Yaku wapsi	Vapore acqueo
Yaku P'asñacha (kuyuchisqa siq'isqa)	La sirenetta (film)
Gilberto Silva	Gilberto Silva
Larry Bird	Larry Bird
1480 watakuna	Anni 1480
Mallunwa	Cuscuta
Christopher Plummer	Christopher Plummer
Rui Costa	Rui Costa
Thasnuna	Estintore
Aragua suyu	Aragua
1490 watakuna	Anni 1490
Hatun yachaq tantari	Corte suprema
Kurku kuyuchiq	Arto
Sunqu unquy	Cardiopatia
Misti luwichu	Gazella
Abrus precatorius	Abrus precatorius
Qura	Erba
Anzoátegui suyu	Anzoátegui
Chiara d'Assisi	Chiara d'Assisi
Fabien Barthez	Fabien Barthez
Maqchina	Tensioattivo
Llamk'aq	Classe lavoratrice
Bolívar suyu (Winisuyla)	Bolívar (stato)
Miranda suyu	Miranda (stato)
Karabubu suyu	Carabobo
Samana p'urucha	Alveolo polmonare
Sheikh Mujibur Rahman	Sheikh Mujibur Rahman
Bobby Moore	Bobby Moore
T'inkisqa sanampa	Digramma
Heves suyu	Provincia di Heves
Unquchiq qulluy	Sterilizzazione (igiene)
Santo André (São Paulo)	Santo André (San Paolo)
Uchuy sach'a allqu	Speothos venaticus
25 ñiqin pachakwata kñ	XXV secolo a.C.
Uchpachamanta (kuyuchisqa siq'isqa)	Cenerentola (film 1950)
Chiliti mayu	Magdalena (fiume)
150 watakuna	Anni 150
150 watakuna kñ	Anni 150 a.C.
Yun Bo-seon	Yun Bo-seon
Bartolomé Esteban Murillo	Bartolomé Esteban Murillo
Phiskuna waqachina	Strumenti ad arco
Yun Chi-ho	Yun Chi-Ho
Giuseppe Meazza	Giuseppe Meazza
Asiwu	Ilex aquifolium
Northampton	Northampton
1520 watakuna	Anni 1520
Guiyang	Guiyang
Pancho Villa	Pancho Villa
Awaq	Tessitura
Qillqana phuru	Penna stilografica
Wampurushu	Leopardus wiedii
1530 watakuna	Anni 1530
Ngô Đình Diệm	Ngô Đình Diệm
Mengistu Haile Mariam	Menghistu Hailè Mariàm
Mayusuksu	Cinclus
Ñawpa pacha	Passato
Ronald Koeman	Ronald Koeman
Dejan Stanković	Dejan Stanković
Chuqi challwa	Engraulidae
Pampa kuntur	Sarcoramphus papa
Charles Barkley	Charles Barkley
Just Fontaine	Just Fontaine
Saimaa	Saimaa (lago)
Barbara Nikomidyamanta	Santa Barbara
Shannon	Shannon (fiume)
Phidiyu	Noodles
Chinchilla	Chinchilla
Juan Román Riquelme	Juan Román Riquelme
Phutuy raphi	Cotiledone
Sergio Badilla Castillo	Sergio Badilla Castillo
Érd	Érd
Chutuchupa ukucha	Cricetidae
Raúl Alfonsín	Raúl Ricardo Alfonsín
Kunan pacha	Presente (tempo)
1550 watakuna	Anni 1550
Ikitus	Iquitos
Inti lluqsiy	Alba (giorno)
Kiya	Nestor notabilis
Wislla	Mestolo
Sayakuq rumi	Menhir
1560 watakuna	Anni 1560
Marcel Desailly	Marcel Desailly
Carlos Saavedra	Carlos Saavedra Lamas
1570 watakuna	Anni 1570
Fidelio	Fidelio
Tiqni	Anca
Amanka	Amaca
Phutuy	Germinazione
Kayma	Modello (scienza)
Chiwayru	Dasyproctidae
Buenos Aires Yachay Suntur	Università di Buenos Aires
Sirimavo Bandaranaike	Sirimavo Bandaranaike
Billy Joel	Billy Joel
Milan Kučan	Milan Kučan
Hurkay	Salario
Sinik	Didelphis marsupialis
Uqi chikayu	Marmosa murina
Aya chaha	Didelphis albiventris
San Lorenzo munisipyu (Pando)	San Lorenzo (Pando)
Cantinflas	Cantinflas
160 watakuna kñ	Anni 160 a.C.
Juan José Torres	Juan José Torres Gonzáles
1620 watakuna	Anni 1620
Stefan de Vrij	Stefan de Vrij
Łobez	Łobez
1630 watakuna	Anni 1630
1640 watakuna	Anni 1640
1650 watakuna	Anni 1650
1660 watakuna	Anni 1660
1670 watakuna	Anni 1670
1690 watakuna	Anni 1690
Zheng Zhi	Zheng Zhi
Morlans	Morlaàs
170 watakuna kñ	Anni 170 a.C.
1710 watakuna	Anni 1710
Sina munisipyu	Sena (Bolivia)
Inkawi munisipyu	Ingavi
Bolpebra munisipyu	Bolpebra
Puerto Rico munisipyu	Puerto Rico (Bolivia)
Villa Nueva munisipyu	Villa Nueva (Bolivia)
Santos Mercado munisipyu	Santos Mercado
Bella Flor munisipyu	Bella Flor
Santa Rusa munisipyu (Abuná)	Santa Rosa del Abuná
Nueva Esperanza munisipyu	Nueva Esperanza (Bolivia)
Arroyo Grande munisipyu	Filadelfia (Bolivia)
Puerto Gonzalo Moreno munisipyu	Puerto Gonzalo Moreno
San Pawlu munisipyu (Manuripi)	San Pablo (Pando)
1720 watakuna	Anni 1720
Huwan VI	Papa Giovanni VI
Huwan IV	Papa Giovanni IV
Huwan VII	Papa Giovanni VII
Huwan V	Papa Giovanni V
1760 watakuna	Anni 1760
Siqsiy	Prurito
Ñawiriy	Lettura
Warak'a	Frombola
Sach'a-sach'amanta Qillqa	Il libro della giungla (film 1967)
Yakumuksi	Idrossido
Kumamoto	Kumamoto
Taupo Qucha	Lago Taupo
Magdalena suyu	Dipartimento di Magdalena
1790 watakuna	Anni 1790
Concepción Yachay Suntur	Università di Concepción
Awriq mayu	Marañón (fiume)
Biwa qucha	Lago Biwa
Morelia	Morelia
Saqina	Eredità
Maria Gaetana Agnesi	Maria Gaetana Agnesi
180 watakuna kñ	Anni 180 a.C.
180 watakuna	Anni 180
Hatun p'unchaw	Festa
24 ñiqin pachakwata kñ	XXIV secolo a.C.
Piruwanu Puntifisya Kathuliku Yachay Suntur	Pontificia Università Cattolica del Perù
Juan Rulfo	Juan Rulfo
Tim Howard	Tim Howard
Quchapampa pruwinsya	Provincia di Cercado (Cochabamba)
Aguascalientes	Aguascalientes
Deodoro da Fonseca	Manuel Deodoro da Fonseca
Waskaran rashtaq	Huascarán
Luritu suyu	Regione di Loreto
Swindon	Swindon
Ukayali	Ucayali (fiume)
Takupaya munisipyu (Quchapampa)	Tacopaya
Villarrica (Chili)	Villarrica (Cile)
Lana Turner	Lana Turner
Vitacura	Vitacura
Yungay (Chili)	Yungay (Cile)
Ñuñoa (Chili)	Ñuñoa
Isanka	Cesto
Arauco pruwinsya	Provincia di Arauco
Yaracuy suyu	Yaracuy
Biyubiyu pruwinsya	Provincia di Biobío
Delta Amacuro suyu	Delta Amacuro
Kachapuwal pruwinsya	Provincia di Cachapoal
Amarumayu suyu	Regione di Amazonas
Cardenal Caro pruwinsya	Provincia Cardenal Caro
Chinkirma	Electrophorus electricus
Chañaral pruwinsya	Provincia di Chañaral
Kulchawa pruwinsya	Provincia di Colchagua
Francisco de Quevedo	Francisco de Quevedo
Flórián Albert	Flórián Albert
AEK FC	Podosfairiki Anonymi Etaireia Athlitiki Enosis Konstantinoupoleos
Leymebamba distritu	Distretto di Leymebamba
Kichka	Spina
Rüştü Reçber	Rüştü Reçber
Uchu	Capsicum
Olusẹgun Ọbasanjọ	Olusegun Obasanjo
Kunkalla	Fono
Truhillu suyu	Trujillo (stato)
Falcón suyu	Falcón
Guárico suyu	Guárico
Juditpa qillqasqan	Libro di Giuditta
Yachaymanta qillqasqa	Libro della Sapienza
Landon Donovan	Landon Donovan
Bill Haley	Bill Haley
Achi Tayta kimsa ñiqin piti	Il padrino - Parte III
23 ñiqin pachakwata kñ	XXIII secolo a.C.
22 ñiqin pachakwata kñ	XXII secolo a.C.
Qispichiqkuna Kangurusuyupi	Bianca e Bernie nella terra dei canguri
Runa suti	Prenome
Pukaq'illu	Biondismo
Emre Belözoğlu	Emre Belözoğlu
Lansana Conté	Lansana Conté
Sit'ikira	Auchenorrhyncha
Zilda Arns	Zilda Arns
Kuchipillan	Myrmecophaga tridactyla
Tripanosomiasis africana	Tripanosomiasi africana umana
Yunta	Giogo
Baja	Baja
Poole	Poole
Phu Quoc antanka pampa	Aeroporto di Phú Quốc
Saint John (New Brunswick)	Saint John (Canada)
Pedro de Valdivia	Pedro de Valdivia
Mati upyana	Mate
Sunku-sunku	Callicebus
Luton	Luton
Southend-on-Sea	Southend-on-Sea
Akay	Defecazione
Carlos Valderrama	Carlos Valderrama
Laqha	Oscurità
Cuernavaca	Cuernavaca
San Luis Potosí	San Luis Potosí (città)
San Julián munisipyu	San Julián (Bolivia)
Zinho	Zinho
Sulis	Nuevo sol peruviano
Rumipi Khillaychuki (kuyuchisqa siq'isqa)	La spada nella roccia (film)
Waqracha	Antenna degli insetti
Bebeto	Bebeto
Hunt'a tullu challwa	Teleostei
Nueva Esparta suyu	Nuova Sparta
Aragun qhapaq suyu	Corona d'Aragona
Qusqu suyu	Regione di Cusco
Ariqipa suyu	Regione di Arequipa
Kashamarka suyu	Regione di Cajamarca
Anqash suyu	Regione di Ancash
Punu suyu	Regione di Puno
Ayakuchu suyu	Regione di Ayacucho
Kashamarka	Cajamarca
Qispi Kay suyu	Regione di La Libertad
Puhuyu	Inia geoffrensis
Cojedes suyu	Cojedes
Q'illu wakamayu	Ara ararauna
21 ñiqin pachakwata kñ	XXI secolo a.C.
Fernando Hierro	Fernando Hierro
Eleftherios Venizelos	Eleftherios Venizelos
Kawllay	Sentimento
Monagas suyu	Monagas
Portuguesa suyu	Portuguesa
Lara suyu (Winisuyla)	Lara (stato)
Sucre suyu (Winisuyla)	Sucre (stato)
Vargas suyu	Vargas (stato)
Hayk'a ñiqin p'unchaw	Formato della data
Tirika	Leopardus tigrinus
Phaway	Volo
190 watakuna	Anni 190
190 watakuna kñ	Anni 190 a.C.
26 ñiqin pachakwata kñ	XXVI secolo a.C.
Pukyumanta willay	Citazione
Nøtterøy	Nøtterøy
Adolfo Pérez	Adolfo Pérez Esquivel
Pillan	Myrmecophagidae
Ajka	Ajka
Qispichiy yaya yachay	Teologia della liberazione
Neagh qucha	Lough Neagh
Cheltenham	Cheltenham
Laqa	Ardesia
Zizinho	Zizinho
Þjórsá	Þjórsá
Lisboa distritu	Distretto di Lisbona
Sveinn Björnsson	Sveinn Björnsson
Tokushima	Tokushima
Yana amaru	Eunectes murinus
Club Social y Deportivo Colo-Colo	Club Social y Deportivo Colo-Colo
Zsa Zsa Gabor	Zsa Zsa Gábor
Mosonmagyaróvár	Mosonmagyaróvár
Elano	Elano
Vác	Vác
Così fan tutte	Così fan tutte
Taqna suyu	Regione di Tacna
Bartolomé de Las Casas	Bartolomé de Las Casas
Tunkurawa	Tungurahua
Ukayali suyu	Regione di Ucayali
Alejandro Toledo	Alejandro Toledo
Tuxtla Gutiérrez	Tuxtla Gutiérrez
Chandrika Kumaratunga	Chandrika Kumaratunga
Cuauhtémoc Blanco	Cuauhtémoc Blanco
Kjell Magne Bondevik	Kjell Magne Bondevik
Diego de Almagro	Diego de Almagro
Poyang qucha	Lago Poyang
Mohammad Najibullah	Mohammad Najibullah
Qachu-qachu	Prato rasato
K'anchaq Ñan	Sendero Luminoso
Chilpancingo de los Bravo	Chilpancingo de los Bravo
Panpa suyu	Forma (filosofia)
Tepic	Tepic
Sunin suyu	Regione di Junín
Jonás Gutiérrez	Jonás Gutiérrez
Xabi Alonso	Xabi Alonso
Chakra kamay allinchay	Riforma agraria
Muqiwa suyu	Regione di Moquegua
Piwra suyu	Regione di Piura
Apurimaq suyu	Regione di Apurímac
Ika suyu	Regione di Ica
Muchi	Moche
Salsa taki	Salsa (musica)
Eastbourne	Eastbourne
Khalid bin Abdul-Aziz	Khalid dell'Arabia Saudita
Hatun Chaku	Gran Chaco
28 ñiqin pachakwata kñ	XXVIII secolo a.C.
Milla	Disgusto
Tansu Çiller	Tansu Çiller
27 ñiqin pachakwata kñ	XXVII secolo a.C.
Pau Casals	Pau Casals
Sardina	Sardina pilchardus
Tarzan (kuyuchisqa siq'isqa)	Tarzan (film 1999)
Chipika	Cynodon dactylon
Saint-Omer	Saint-Omer (Passo di Calais)
Santa Marta (Kulumbya)	Santa Marta (Colombia)
Toluca de Lerdo	Toluca
José de Espronceda	José de Espronceda
Pitu	Flauto traverso
Willkamayu	Urubamba (fiume)
Wamanripa	Senecio
Tumpis suyu	Regione di Tumbes
Wallqanqacha usa	Coccoidea
Qun Tiksi Wiraqucha	Viracocha
Thorbjørn Jagland	Thorbjørn Jagland
Francisco de Zurbarán	Francisco de Zurbarán
Jean-Bertrand Aristide	Jean-Bertrand Aristide
Makabayop iskay ñiqin qillqasqan	Secondo libro dei Maccabei
Khasay	Eruttazione
Gyöngyös	Gyöngyös
Gödöllő	Gödöllő
Lampalliqi suyu	Regione di Lambayeque
Milton Obote	Milton Obote
Enzo Francescoli	Enzo Francescoli
Jairzinho	Jairzinho
Ampatu llaqta	Ambato
Usqhullu	Leopardus colocolo
Aveiro distritu	Distretto di Aveiro
Villahermosa	Villahermosa (Messico)
Amaru suyu	Regione di Madre de Dios
Pedro de Alvarado	Pedro de Alvarado
Piruwpi pacha kuyuy (2007)	Terremoto del Perù del 2007
Pasqu suyu	Regione di Pasco
Piruw Harushakay	Vicereame del Perù
Emmeline Pankhurst	Emmeline Pankhurst
30 ñiqin pachakwata kñ	XXX secolo a.C.
RBD	RBD (gruppo musicale)
Millp'uy	Deglutizione
Baruqpa qillqasqan	Libro di Baruc
Culiacán	Culiacán
200 watakuna	Anni 200
San Martin suyu	Regione di San Martín
Lima suyu	Regione di Lima
David Robinson	David Robinson
Napu marka	Provincia del Napo
Mývatn	Mývatn
Roger Ebert	Roger Ebert
Sonsonate suyu	Dipartimento di Sonsonate
Valdiviapi pacha kuyuy (1960)	Terremoto di Valdivia del 1960
Joseph Estrada	Joseph Estrada
Brian Laudrup	Brian Laudrup
20 watakuna kñ	Anni 20 a.C.
Usqullu	Leopardus jacobita
Tabla	Tabla
New Age	New age (musica)
Mana Iñinakuna	Gli Incredibili - Una @@@u0026normale@@@u0026 famiglia di supereroi
Mayu khuchi	Hippopotamidae
Suchuq waranqaysu	Ranunculus repens
Yana suwaq'ara	Coragyps atratus
Apasanka	Theraphosidae
Waranway yura rikch'aq ayllu	Bignoniaceae
Mirana yawri	Gonadi
210 watakuna kñ	Anni 210 a.C.
210 watakuna	Anni 210
Maria Reiche	Maria Reiche
Augusto César Sandino	Augusto César Sandino
Waskar	Huáscar
Aymuray	Raccolta
Robert FitzRoy	Robert FitzRoy
Pachakutiq Inka Yupanki	Pachacútec
Puchka	Fuso (strumento)
Bearn	Béarn
Päijänne	Päijänne
Tayta Inti	Inti
Sinta ruqyay yuyana	Registratore a nastro
Putumayu	Putumayo (fiume)
Tayu	Steatornis caripensis
Parispi Qullananchikpa Qhupuyuqnin (kuyuchisqa siq'isqa)	Il gobbo di Notre Dame (film 1996)
Dudley	Dudley
Gordon Banks	Gordon Banks
Sinru qillqa:Pulitika rakiy (Buliwya)	Suddivisioni della Bolivia
Wakamayu	Ara (zoologia)
Kaarlo Juho Ståhlberg	Kaarlo Juho Ståhlberg
Truhillu	Trujillo (Perù)
La Paz (Baja California Sur)	La Paz (Bassa California del Sud)
Adolfo Suárez	Adolfo Suárez González
Puñuy wayaqa	Sacco a pelo
Qunta	Ossido di magnesio
220 watakuna	Anni 220
220 watakuna kñ	Anni 220 a.C.
Pastasa marka	Provincia del Pastaza
Kachina	Solfato ferroso
Leticia	Leticia
Yuyayyaku	Llullaillaco
Apurimaq mayu	Apurímac (fiume)
Gyula	Gyula
Kazincbarcika	Kazincbarcika
Páp'a	Pápa
Cegléd	Cegléd
CA Independiente	Club Atlético Independiente
Machala	Machala
Camagüey pruwinsya	Provincia di Camagüey
Wanuku suyu	Regione di Huánuco
Awankay	Abancay
Fidel Ramos	Fidel Valdez Ramos
Ukumari Wawqi	Koda, fratello orso
Hiki p'anqa yura	Lycopodiophyta
Pakasu	Iguana iguana
Kusituy	Gruppo musicale
T'inki k'allampa	Zygomycota
Illawi	Boa constrictor
Huckleberry Finn	Le avventure di Huckleberry Finn
Phusuqu	Schiuma
Aladdin (kuyuchisqa siq'isqa)	Aladdin
Qhatuq	Mercante
Kichkarusachamanta (kuyuchisqa siq'isqa)	La bella addormentata nel bosco (film)
Sadi Carnot	Marie François Sadi Carnot
Harrogate	Harrogate
230 watakuna	Anni 230
Yuraqchupa luwichu	Odocoileus virginianus
Dunga	Dunga
Stanley Matthews	Stanley Matthews
Añayllup Kawsaynin	A Bug's Life - Megaminimondo
Mercedes Sosa	Mercedes Sosa
Alejo Carpentier	Alejo Carpentier
Paul Anka	Paul Anka
Uras	Sistema orario a 24 ore
Francisco Madero	Francisco Madero
Cúcuta	Cúcuta
T'ikrasqa yupay	Reciproco
Tuqti yura rikch'aq ayllu	Juglandaceae
240 watakuna	Anni 240
240 watakuna kñ	Anni 240 a.C.
Pukallpa	Pucallpa
Bocas del Toro pruwinsya	Provincia di Bocas del Toro
Faisal bin Abdul-Aziz	Faysal dell'Arabia Saudita
Jaber III	Jabir III al-Ahmad al-Jabir Al Sabah
David Letterman	David Letterman
Youri Djorkaeff	Youri Djorkaeff
Alvaro Obregón	Álvaro Obregón
Alfredo Palacio	Alfredo Palacio
Piwin yura rikch'aq ayllu	Araucariaceae
250 watakuna	Anni 250
Jama-jama	Conium maculatum
Insina	Quercus ilex
Walli	Nothofagus
CA San Lorenzo de Almagro	Club Atlético San Lorenzo de Almagro
Pocahontas (kuyuchisqa siq'isqa)	Pocahontas (film 1995 Disney)
Kaspian awki	Il principe Caspian
Andreas Papandreou	Andreas Papandreou
Karal	Caral
260 watakuna kñ	Anni 260 a.C.
260 watakuna	Anni 260
Ian Rush	Ian Rush
Giacinto Facchetti	Giacinto Facchetti
Hat'alliykuy	Sostenibilità
Valparaíso suyu	Regione di Valparaíso
Naucalpan de Juárez	Naucalpan de Juárez
270 watakuna	Anni 270
270 watakuna kñ	Anni 270 a.C.
Samora Machel	Samora Machel
Seretse Khama	Seretse Khama
Chirimuyu yura rikch'aq ayllu	Annonaceae
Resident Evil	Resident Evil (serie)
Popol Vuh	Popol Vuh
Pampa sach'awaka	Tapirus terrestris
Roberto Rivelino	Rivelino
Grand Canyon mamallaqta parki	Parco nazionale del Grand Canyon
Ahmed Nazif	Ahmad Nazif
Asway marka	Provincia di Azuay
Ciego de Ávila pruwinsya	Provincia di Ciego de Ávila
Umar Siiwuri ( Sívori)	Omar Sívori
280 watakuna	Anni 280
Yuri	Germoglio
Girija Prasad Koirala	Girija Prasad Koirala
Xalapa-Enríquez	Xalapa
DuPont	DuPont
Antonios Nikopolidis	Antonis Nikopolidis
Angelos Basinas	Angelos Basinas
Anggun	Anggun
Win Kok	Wim Kok
Raphi k'allampa	Agaricales
290 watakuna	Anni 290
Itapúa suyu	Dipartimento di Itapúa
Nacional Autónoma de México Yachay Suntur	Università Nazionale Autonoma del Messico
César Vallejo	César Vallejo
Asamoah Gyan	Asamoah Gyan
Ibagué	Ibagué
Luis Enrique Martínez	Luis Enrique
Jumanji	Jumanji (film)
Qarapara	Testudines
Josef Masopust	Josef Masopust
Rinri nanay	Otite media
300 watakuna	Anni 300
300 watakuna kñ	Anni 300 a.C.
Urqu sach'awaka	Tapirus pinchaque
Antoine Laurent de Jussieu	Antoine-Laurent de Jussieu
Piwra	Piura
Arches mamallaqta parki	Parco nazionale degli Arches
Achi tayta	Padrino e madrina
Patranka	Spheniscus humboldti
30 watakuna kñ	Anni 30 a.C.
31 ñiqin pachakwata kñ	XXXI secolo a.C.
Janq'ulaymi munisipyu	Ancoraimes
310 watakuna kñ	Anni 310 a.C.
310 watakuna	Anni 310
32 ñiqin pachakwata kñ	XXXII secolo a.C.
Portalegre distritu	Distretto di Portalegre
320 watakuna	Anni 320
320 watakuna kñ	Anni 320 a.C.
33 ñiqin pachakwata kñ	XXXIII secolo a.C.
330 watakuna	Anni 330
330 watakuna kñ	Anni 330 a.C.
Freddy Rincón	Freddy Rincón
34 ñiqin pachakwata kñ	XXXIV secolo a.C.
340 watakuna	Anni 340
340 watakuna kñ	Anni 340 a.C.
35 ñiqin pachakwata kñ	XXXV secolo a.C.
350 watakuna kñ	Anni 350 a.C.
36 ñiqin pachakwata kñ	XXXVI secolo a.C.
360 watakuna kñ	Anni 360 a.C.
37 ñiqin pachakwata kñ	XXXVII secolo a.C.
Champiñun	Agaricus bisporus
Griguryu XII	Papa Gregorio XII
370 watakuna kñ	Anni 370 a.C.
Alessandro Nesta	Alessandro Nesta
Huwan IX	Papa Giovanni IX
Huwan XVII	Papa Giovanni XVII
Liyun VIII	Papa Leone VIII
Huwan XIV	Papa Giovanni XIV
Huwan X	Papa Giovanni X
Huwan XIX	Papa Giovanni XIX
Griguryu VI	Papa Gregorio VI
Wichq'ana	Serratura
38 ñiqin pachakwata kñ	XXXVIII secolo a.C.
380 watakuna kñ	Anni 380 a.C.
Liyun IV	Papa Leone IV
Tak'a	Tabanidae
Huwan XV	Papa Giovanni XV
39 ñiqin pachakwata kñ	XXXIX secolo a.C.
390 watakuna kñ	Anni 390 a.C.
Apaxco	Apaxco
Caterina da Siena	Caterina da Siena
San Miyil	San Miguel
Cicero	Cicero
Veronica	Veronica (disambigua)
Santu Dumingu	Santo Domingo (disambigua)
Sierra	Sierra
Santa Ana	Santa Ana
Salinas	Salinas
Iberia	Iberia
San Siwastyan	San Sebastián (disambigua)
Casablanca	Casablanca (disambigua)
Bolívar	Bolivar
Palma	Palma
Sucre	Sucre
Carlos Gardel	Carlos Gardel
Kamachina	Regola
Gianni Rivera	Gianni Rivera
Qallu watana	Scioglilingua
Nariñu suyu	Dipartimento di Nariño
Arauca suyu	Dipartimento di Arauca
Caravaca de la Cruz	Caravaca de la Cruz
Irene Papas	Irene Papas
Chocó suyu	Dipartimento di Chocó
Bolívar suyu (Kulumbya)	Dipartimento di Bolívar
Cauca suyu	Dipartimento di Cauca
Caldas suyu	Dipartimento di Caldas
Anita Ekberg	Anita Ekberg
Atlántico suyu	Dipartimento dell'Atlantico (Colombia)
Cuvier	Cuvier (disambigua)
Llika rump'u	Netball
María de León Bello y Delgado	María de León Bello y Delgado
40 ñiqin pachakwata kñ	XL secolo a.C.
Dakota	Dakota
