আফ্রিকা	Africa
গ্রাফ থিওরি শব্দকোষ	Glossario di teoria dei grafi
মুক্তিবেগ	Velocità di fuga
আন্তর্জাতিক সম্পর্ক	Relazioni internazionali
যোগান ও চাহিদা	Domanda e offerta
বেলজিয়াম জাতীয় ফুটবল দল	Nazionale di calcio del Belgio
মূল রং	Colore primario
জগ্রোস পর্বতমালা	Monti Zagros
কোম্পানি	Società (diritto)
মলটভ ককটেইল	Bomba Molotov
ন্যাশনাল জিওগ্রাফিক সোসাইটি	National Geographic Society
অ্যামিন	Ammine
আবু মুসা দ্বীপ	Abu Musa
নিকলাস বেন্টনার	Nicklas Bendtner
পোর্টল্যান্ড ট্রেইলব্লেজার্স	Portland Trail Blazers
ট্রেডমার্ক	Marchio registrato
উদ্ভিদ উদ্যান	Orto botanico
কেন্নো	Diplopoda
নুরেস্তন প্রদেশ	Provincia di Nurestan
বারেত্তা	Baretta
জন ভট	Jon Voight
হ্যাপি বার্থডে টু ইউ	Tanti auguri a te
অপটিক্যাল ক্যারেক্টার রিকগনিশন	Riconoscimento ottico dei caratteri
চিং ইয়ি চুয়ান	Xingyiquan
মিখাইল কালাশনিকভ	Michail Timofeevič Kalašnikov
ফারাহ খান	Farah Khan
বিজয়নগর সাম্রাজ্য	Impero di Vijayanagara
মাওবাদ	Maoismo
সেন্সর	Sensore
তিরুবনন্তপুরম	Thiruvananthapuram
জুরাসিক পার্ক (চলচ্চিত্র)	Jurassic Park (film)
কার্বন চক্র	Ciclo del carbonio
ডিজিটাল কন্টেইনার ফরমেট	Formato contenitore
ইতালীয় নয়াবাস্তববাদ	Neorealismo (cinema)
এদিনসন কাভানি	Edinson Cavani
লেভ ইয়াসিন	Lev Jašin
জায়েদ খান	Zayed Khan
জায়েদ স্পোর্টস সিটি স্টেডিয়াম	Stadio Sheikh Zayed
চোখ উঠা	Congiuntivite
জাবির ইবন হাইয়ান	Jabir ibn Hayyan
বোরকা	Burqa
ভূমিধ্বস	Frana
সেরোটোনিন	Serotonina
বায়োডিজেল	Biodiesel
তাই চি চুয়ান	Taijiquan
আলিজে	Alizée
আদিয়ামান	Adıyaman
ক্রিস্তিয়ান পানুচ্চি	Christian Panucci
কর্নিয়া	Cornea
আফ্রিকান ফুটবল কনফেডারেশন	Confédération Africaine de Football
ভিতরিয়া	Vitória
ইউনিভার্সাল স্টুডিওস	Universal Studios
নিকটদৃষ্টি	Miopia
গেব	Geb
ইউনিভার্সিটি অব উটাহ	Università dello Utah
রজার মিলা	Roger Milla
পুতুল	Bambola
সূচক ফাংশন	Funzione esponenziale
লোৎসে	Lhotse
আল-মাসুদী	Abu al-Hasan 'Ali al-Mas'udi
রবার্ট ফ্রস্ট	Robert Frost
হিমনি ই ফ্লামুরিত	Hymni i Flamurit
হুয়ান মাতা	Juan Manuel Mata
ডিউক বিশ্ববিদ্যালয়	Università Duke
ইউনিভার্সিটি অব ক্যালিফোর্নিয়া, বার্কলে	Università della California, Berkeley
লিভ টাইলার	Liv Tyler
প্রথম মুহাম্মদ (উসমানীয় সুলতান)	Mehmet I
অ্যানাফিল্যাক্সিস	Anafilassi
গ্যাংরিন	Gangrena
বীজগাণিতিক সংখ্যা	Numero algebrico
ইসলামের পয়গম্বর	Profeti dell'islam
মালয়েশিয়ার জাতীয় পতাকা	Bandiera della Malesia
সেম্‌নন প্রদেশ	Regione di Semnan
চতুরার্য সত্য	Quattro nobili verità
ফ্রাংক রাইকার্ড	Frank Rijkaard
আল রাযী	Rhazes
প্রোতাগোরাস	Protagora
ওয়েন উইলিয়ান্স রিচার্ডসন	Owen Willans Richardson
মিশ্রণ	Miscela
রেটিনা	Retina
কার্ল ডেভিড অ্যান্ডারসন	Carl David Anderson
ইঞ্চি লতা	Tradescantia zebrina
এনিয়াক	ENIAC
মালদ্বীপের জাতীয় পতাকা	Bandiera delle Maldive
শাকিল ও'নিল	Shaquille O'Neal
মিলেটাস	Mileto (Asia Minore)
ম্যাটল্যাব	MATLAB
ডিভিশন	Divisione (unità militare)
আর্নেস্ট লরেন্স	Ernest Orlando Lawrence
মা (রুশ উপন্যাস)	La madre (Gor'kij)
দ্বিতীয় হিশাম	Hisham II ibn al-Hakam
সিমেন্স (একক)	Siemens (unità di misura)
গ্রাফিন	Grafene
অরণ্যবিনাশ	Diboscamento
আল রশিদ	Al Rashid
দাক্ষিণাত্য মালভূমি	Altopiano del Deccan
হেজাজ	Hegiaz
মাকালু	Makalu
দার্জিলিং	Darjeeling
র‌্যাটাটুই (চলচ্চিত্র)	Ratatouille (film)
গোলেস্তন প্রদেশ	Golestan
নিখুঁত সংখ্যা	Numero perfetto
জাফর আল-সাদিক	Ja'far al-Sadiq
ক্রোমাটোগ্রাফি	Cromatografia
জর্ডানের জাতীয় পতাকা	Bandiera della Giordania
মানাসলু	Manaslu
সাইকোসিস	Psicosi
চো ওইয়ু	Cho Oyu
শ্রীনগর	Srinagar
ভেক্টর গ্রাফিক্স	Grafica vettoriale
ট্রাইনাইট্রোটলুইন	Trinitrotoluene
রামসার কনভেনশন	Convenzione di Ramsar
তুষার পেঁচা	Bubo scandiacus
গুয়ানো	Guano
টারজান	Tarzan
আন্দ্রে ভেসালিআস	Andrea Vesalio
বুদ্ধ্যঙ্ক	Quoziente d'intelligenza
শেখ সাদি	Saˁdi
ডোপামিন	Dopamina
সত্রপ	Satrapo
বাগলন প্রদেশ	Baghlan
জাভাদেশীয় গণ্ডার	Rhinoceros sondaicus
দ্বিতীয় চীন-জাপান যুদ্ধ	Seconda guerra sino-giapponese
অ্যাবোটাবাদ	Abbottabad
এম১৬ রাইফেল	M16 (fucile d'assalto)
জলাভূমি	Zona umida
এরিক কাঁতোয়াঁ	Éric Cantona
গ্লিজে ৫৮১ সি	Gliese 581 c
অস্ট্রেলীয় আদিবাসী	Australiani aborigeni
আহবাজ	Ahvaz
ক্রিস্টোফার রেন	Christopher Wren
গাব্রিয়েল বাতিস্তুতা	Gabriel Batistuta
ব্ল্যাকপুল	Blackpool
লের্নীয় হাইদ্রা	Idra di Lerna
ইন্টিগ্রেটেড সার্ভিসেস ডিজিটাল নেটওয়ার্ক	Integrated Services Digital Network
ভিসা	Visto d'ingresso
স্পুতনিক প্রকল্প	Programma Sputnik
ফিলিপস	Philips
ওয়ার্ল্ড ইকোনমিক ফোরাম	Forum economico mondiale
কার্লোস স্লিম	Carlos Slim Helú
কাদা	Fango
আদ্রিয়ানো	Adriano Leite Ribeiro
আগরতলা	Agartala
নিম	Azadirachta indica
ইউনাইটেড আরব রিপাবলিক	Repubblica Araba Unita
মাআত	Maat
মড্যুলেশন	Modulazione
স্পন্দন গতি	Oscillazione
বোর্ন্‌মাথ	Bournemouth
পার্বতী	Parvati
শরীর	Corpo (anatomia)
টপকাপা প্রাসাদ	Palazzo Topkapı
হেনরি জেমস	Henry James
লুসিয়াস এপুলিয়াস	Apuleio
কাশগর	Kashgar
উর্বর চন্দ্রকলা	Mezzaluna Fertile
জাপান জাতীয় ফুটবল দল	Nazionale di calcio del Giappone
ইয়াজ্‌দ্‌ প্রদেশ	Regione di Yazd
ইলম প্রদেশ	Regione di Ilam
প্রাইড অ্যান্ড প্রেজুডিস	Orgoglio e pregiudizio
প্রজাতন্ত্রী টেক্সাস	Repubblica del Texas
টমাস এডওয়ার্ড লরেন্স	Thomas Edward Lawrence
ইভা মেন্ডেজ	Eva Mendes
২০১৮ ফিফা বিশ্বকাপ	Campionato mondiale di calcio 2018
ইউটাহ জ্যাজ	Utah Jazz
ম্যাঙ্গোস্টিন	Garcinia mangostana
রজার কর্নবার্গ	Roger David Kornberg
বোকা জুনিয়র্স	Club Atlético Boca Juniors
চখাচখি	Tadorna ferruginea
দ্রাব্যতা	Solubilità
মানে জিগবান	Manne Siegbahn
গণিতজ্ঞ	Matematico
অ্যাংলো-জাঞ্জিবার যুদ্ধ	Guerra anglo-zanzibariana
সুদ	Interesse
রোবটবিজ্ঞান	Robotica
বাত	Artrite
রবার্ট উড্রো উইলসন	Robert Woodrow Wilson
কসাই পাখি	Laniidae
বায়োগ্যাস	Biogas
জোয়াও এন্টোনিও সামারাঞ্চ	Juan Antonio Samaranch
নাগার্জুন	Nāgārjuna
বাণভট্ট	Bāṇabhaṭṭa
ওয়াশিংটন মেট্রো	Metropolitana di Washington
লন্ডন স্টক এক্সচেঞ্জ	London Stock Exchange
পাভেল নেদভেদ	Pavel Nedvěd
স্টপ অনলাইন পাইরেসি অ্যাক্ট	Stop Online Piracy Act
বামিয়ান প্রদেশ	Provincia di Bamiyan
যোজনী	Valenza (chimica)
গ্রি কাপ	Grey Cup
ডলি (ভেড়া)	Dolly (pecora)
ভিএলসি মিডিয়া প্লেয়ার	VLC media player
রেকটিফায়ার	Raddrizzatore
সূর্যমুখী	Helianthus annuus
সুইস গার্ড	Guardia svizzera pontificia
দক্ষিণ খোরসন প্রদেশ	Khorasan meridionale
দুর্ঘটনা	Incidente
ইউরেশীয় স্কোপ্স পেঁচা	Otus scops
ববি চার্লটন	Bobby Charlton
পরাক্ষ	Semiasse maggiore
বিলাদি, বিলাদি, বিলাদি	Bilādī, Bilādī, Bilādī
উবাঙ্গি নদী	Ubangi
ওয়ান ফ্লু ওভার দ্য কাকুস নেস্ট (চলচ্চিত্র)	Qualcuno volò sul nido del cuculo
রজার বেকন	Ruggero Bacone
চাহর-মাহাল ও বাখতেয়রি প্রদেশ	Regione di Chahar Mahal e Bakhtiari
চিল্ড্রেন অব বডম	Children of Bodom
ফেতিহ ১৪৫৩	Fetih 1453
কর্ডোবা খিলাফত	Califfato di Cordova
ম্যাথু পেরি	Matthew Perry
আহ্মদি	Ahmadiyya
ভুবনেশ্বর	Bhubaneswar
