Африк	Africa
Ил хаант улс	Ilkhanato
Жад шидэлт	Tiro del giavellotto
Ари	Aria (musica)
Косцюшко уул	Monte Kosciuszko
Цагаан уул цэцэг	Leontopodium nivale
Гербицид	Diserbante
Ивано-Франковск муж	Oblast' di Ivano-Frankivs'k
Андреас Гранквист	Andreas Granqvist
Крис Эванс (жүжигчин)	Chris Evans
Фузули	Fuzûlî
Сливен	Sliven
Лариса	Larissa
Икэбана	Ikebana
Нангархар аймаг	Nangarhar
Баррель	Barile (unità di misura)
Гуччи	Gucci
Микки Рурк	Mickey Rourke
Вельс	Wels
Ромарио	Romário
Мурын хууль	Legge di Moore
Теософи	Teosofia
Цагаан ахууна	Lagopus lagopus
Монизм	Monismo
Олон улсын худалдаа	Commercio internazionale
Ботошани аймаг	Distretto di Botoșani
Михаил Ботвинник	Michail Moiseevič Botvinnik
Зуун жилийн ганцаардал	Cent'anni di solitudine
Бужмаг хөөндэй	Turdus viscivorus
Версингеторикс	Vercingetorige
Силикат	Silicato
Австралийн Антарктидын Нутаг Дэвсгэр	Territorio antartico australiano
HTTP cookie	Cookie
Лиза Кудроу	Lisa Kudrow
Артур Мораэс	Artur Moraes
Киевийн Динамо	Futbol'nyj Klub Dynamo Kyïv
Нэгдмэл улс	Stato unitario
Боян Кркич	Bojan Krkić
Тимбалэнд	Timbaland
Жидду Кришнамурти	Jiddu Krishnamurti
Тарважи бүргэд	Aquila nipalensis
Олон Улсын Автомашины Холбоо	Federazione Internazionale dell'Automobile
Кейт Бекинсэйл	Kate Beckinsale
Бриджстоун	Bridgestone
Орестис Карнезис	Orestīs Karnezīs
Бертиль Олин	Bertil Ohlin
Гидрогеологи	Idrogeologia
Абшерон аймаг	Distretto di Abşeron
Арад аймаг	Distretto di Arad
Аржеш аймаг	Distretto di Argeș
Плоешти	Ploiești
Бихор аймаг	Distretto di Bihor
Каннын тулалдаан	Battaglia di Canne
Наньнин	Nanning
Турамтай шонхор	Falco vespertinus
Стяуа	Fotbal Club Steaua Bucureşti 1947
Эмчилгээ	Terapia
Нийгата	Niigata
Исмаил Кадарэ	Ismail Kadare
XVIII Иоанн	Papa Giovanni XVIII
Педро Родригес Ледесма	Pedro Rodríguez Ledesma
Бакау аймаг	Distretto di Bacău
Калифорни (кино)	Kalifornia
Улс төрийн гүн ухаан	Filosofia politica
Кецалькоатль	Quetzalcoatl
Сумгаит	Sumqayıt
Альфа задрал	Decadimento alfa
Ягаан нал	Phoenicopterus roseus
Мэтгэлцээн	Dibattito
Демарре Кэрролл	DeMarre Carroll
Хятадын иргэний дайн	Guerra civile cinese
Клаудио Маркизио	Claudio Marchisio
Бехистуны бичээс	Iscrizioni di Bisotun
Керманшах	Kermanshah
Их Катон	Marco Porcio Catone
Гондурасын хөлбөмбөгийн шигшээ	Nazionale di calcio dell'Honduras
Стефан Банах	Stefan Banach
Түлшний элемент	Pila a combustibile
Гэри Синиз	Gary Sinise
Ян Ян (S)	Yang Yang (S)
Фарах аймаг	Provincia di Farah
Гагауз ястан	Gagauzi
Хоёр Сицилийн вант улс	Regno delle Due Sicilie
Газни аймаг	Provincia di Ghazni
Саломон Калу	Salomon Kalou
Алексис Санчес	Alexis Sánchez
Филип Сеймур Хоффман	Philip Seymour Hoffman
1996 оны хөлбөмбөгийн Европын аварга шалгаруулах тэмцээн	Campionato europeo di calcio 1996
Өмнөд Вьетнам	Vietnam del Sud
Тогтворжуулагч диод	Diodo Zener
Эдна Киплагат	Edna Kiplagat
Тигран Петросян	Tigran Vartanovič Petrosjan
Мануэль Паскуаль	Manuel Pasqual
Мохаммад Хатами	Mohammad Khatami
Масс спектрометрчлэл	Spettrometria di massa
Мцхета	Mtskheta
Дов Жонесийн индекс	Dow Jones
Жан Зыи	Zhang Ziyi
Социалист реализм	Realismo socialista
Мелатонин	Melatonina
Пафос	Pafo
Бөөрөнцөг түлхэлт	Getto del peso
Питер Крауч	Peter Crouch
Шайа Лабаф	Shia LaBeouf
Оклахома Сити Тандер	Oklahoma City Thunder
Хулан	Equus hemionus
Алгебрлиг геометр	Geometria algebrica
Кировоград муж	Oblast' di Kirovograd
Хумхин нугас	Mergus merganser
Антонио Кассано	Antonio Cassano
Сучава аймаг	Distretto di Suceava
Дайкунди аймаг	Daikondi
Панжшер аймаг	Panjshir
Токиогийн олимп (2020 он)	Giochi della XXXII Olimpiade
Сандро Вилетта	Sandro Viletta
Пестицид	Insetticida
Трнав аймаг	Regione di Trnava
Чарга	Slitta
Дарлинг гол	Darling (fiume)
Харь гарагийн соёл иргэншил	Extraterrestre
Бистрица-Насауд аймаг	Distretto di Bistrița-Năsăud
RSA (алгоритм)	RSA
Гаошюн	Kaohsiung
Николаев муж	Oblast' di Mykolaïv
Дольф Лундгрен	Dolph Lundgren
Элиэзэр Бэн-Ехуда	Eliezer Ben Yehuda
Ричард Дрейфусс	Richard Dreyfuss
ТУ-95	Tupolev Tu-95
Шумен	Šumen
Хан	Khan
Алжирын хөлбөмбөгийн үндэсний шигшээ баг	Nazionale di calcio dell'Algeria
Бранислав Иванович	Branislav Ivanović
Севан нуур	Lago Sevan
Бохайн тэнгис	Mare di Bohai
Адольф Сакс	Adolphe Sax
Кумаси	Kumasi
Николас Отаменди	Nicolás Otamendi
И Сын-хүнь	Lee Seung-Hoon
М-4	Myasishchev M-4
Үэшиба Морихэй	Morihei Ueshiba
Райделл Пупон	Rydell Poepon
Хаан оцон шувуу	Aptenodytes patagonicus
Хүн-аалз 3	Spider-Man 3
Рой Беренс	Roy Beerens
Аммонийн нитрат	Nitrato d'ammonio
Ази арслан	Panthera leo persica
Мансууруулах бодист донтох өвчин	Tossicodipendenza
Русе	Città della Bulgaria
НКВД	Narodnyj komissariat vnutrennich del
Уилт Чемберлэн	Wilt Chamberlain
Жулио Сезар Соарес Эспиндола	Júlio César Soares Espíndola
Сари-Пуль аймаг	Provincia di Sar-e Pol
Пактия аймаг	Paktia
Байесын теорем	Teorema di Bayes
ФИФА-гийн оны шилдэг хөлбөмбөгчин	FIFA World Player of the Year
Жак Рогге	Jacques Rogge
Брашов аймаг	Distretto di Brașov
Клуж аймаг	Distretto di Cluj
Хөнгөн атлетикийн дэлхийн аварга шалгаруулах тэмцээн	Campionati del mondo di atletica leggera
Валентина Матвиенко	Valentina Ivanovna Matvienko
Чипсет	Chipset
Экскаватор	Escavatore
Парэтогийн зарчим	Principio di Pareto
Бакау хот	Bacău
Мартен Стекеленбург	Maarten Stekelenburg
Асафа Пауэлл	Asafa Powell
Хөх ногтруу	Tetrastes bonasia
Форест Уитакер	Forest Whitaker
Цуурай	Eco (fisica)
Вранча аймаг	Distretto di Vrancea
Зимбабве доллар	Dollaro zimbabwiano
Хасково аймаг	Regione di Haskovo
Херат аймаг	Provincia di Herat
Күньмин	Kunming
Үндэсний нийт бүтээгдэхүүн	Prodotto nazionale lordo
Бэлхүүсний бүжиг	Danza orientale
Афганы дайн 2001 оноос	Guerra in Afghanistan (2001-2014)
Говийн угалз салхи	Tempesta di sabbia
Яаш аймаг	Distretto di Iași
Георгий Плеханов	Georgij Valentinovič Plechanov
Жанлука Замбротта	Gianluca Zambrotta
Жибли студи	Studio Ghibli
Бахим бүргэдэй	Hieraaetus pennatus
Саманган аймаг	Samangan
Нимроз аймаг	Nimruz
Урузган аймаг	Oruzgan
Жаузжан аймаг	Jowzjan
Вардаг аймаг	Vardak
Муррей мөрөн	Murray (fiume)
Хөгшдөд нутаг үгүй (кино)	Non è un paese per vecchi (film)
Туйл	Polo geografico
Холбооны ач холбогдолтой хот (ОХУ)	Città federali della Federazione russa
Эчмиацин	Echmiadzin
Төгрөг	Tugrik mongolo
Нина Добрев	Nina Dobrev
Цөлжилт	Desertificazione
Варна аймаг	Regione di Varna
Братислав аймаг	Regione di Bratislava
Тиесто	Tiësto
Баффи - цус сорогчийн алуурчин (телевизийн цуврал)	Buffy l'ammazzavampiri
Леона Льюис	Leona Lewis
Токио цамхаг	Tokyo Tower
Мартин Лоуренс	Martin Lawrence
Карибын тэнгисийн дээрэмчид: Нууцлаг түрлэг	Pirati dei Caraibi - Oltre i confini del mare
Оюуны хомсдол	Ritardo mentale
Усан доогуур хорин мянган бээр аялсан нь	Ventimila leghe sotto i mari
Хотон үндэстэн	Hui (popolo)
I Фердинанд (Австрийн хаан)	Ferdinando I d'Austria
Ланьжоу	Lanzhou
Франьо Туджман	Franjo Tuđman
Фьючерс	Futures
Кристина Риччи	Christina Ricci
Томас Вермален	Thomas Vermaelen
Лабрадорын тэнгис	Mare del Labrador
Барит	Barite
Даниэль Аггер	Daniel Agger
Жилин аймаг	Regione di Žilina
Юрий Жирков	Jurij Žirkov
Андрей Громыко	Andrej Andreevič Gromyko
Дарио Срна	Darijo Srna
Яя Туре	Yaya Touré
Кызылкум	Deserto del Kizilkum
Гуарульюс	Guarulhos
Кабелийн телевиз	Televisione via cavo
Гарет Бэйл	Gareth Bale
Иран улсын хөлбөмбөгийн шигшээ баг	Nazionale di calcio dell'Iran
Робби Кин	Robbie Keane
Пауло Феррейра	Paulo Ferreira
Арван төрөлт	Decathlon
Глориа Эстефан	Gloria Estefan
Мэдээллийн нийгэм	Società dell'informazione
Тэмдэгтийн кодлолын схем	Codifica di caratteri
CAD	CAD
Сибиу аймаг	Distretto di Sibiu
Бидэрт самарчшаазгай	Nucifraga caryocatactes
III Фёдор	Fëdor III di Russia
Боинг Б-29	Boeing B-29 Superfortress
Дэвид Финчер	David Fincher
Жо Коул	Joe Cole
Эдогийн эрин	Periodo Edo
Шумен аймаг	Regione di Šumen
Франц-Иосифын газар	Terra di Francesco Giuseppe
Иван Конев	Ivan Stepanovič Konev
Иан Торп	Ian Thorpe
Кристофер Уокен	Christopher Walken
Марко Матерацци	Marco Materazzi
Хесус Навас	Jesús Navas
Усны түнжүүр	Rallus aquaticus
Хамамацү	Hamamatsu
Мини Компьютер	Minicomputer
Хэвт Ёс	Pu Yi
Гуантанамо	Guantánamo (città)
Халтар шунгуур	Podiceps nigricollis
Глен Жонсон	Glen Johnson
Аврага филиппин бүргэд	Pithecophaga jefferyi
Сүүн бүтээгдэхүүн	Latticini
Санти Касорла	Santiago Cazorla
Далайн заан	Mirounga
Жаред Дадли	Jared Dudley
Бузау аймаг	Distretto di Buzău
Зүрхний массаж	Basic Life Support
Хувилуур	Fotocopiatrice
Лагман аймаг	Laghman
Найман гишүүт хутагт мөр	Nobile Ottuplice Sentiero
Мандалай	Mandalay
Серам арал	Seram
Микель Артета	Mikel Arteta
Пактика аймаг	Paktika
Тимиш аймаг	Distretto di Timiș
Өнгөлүүрт гургалдай	Calliope calliope
Хөфэй	Hefei
Билгийн тоолол	Calendario lunare
Арга зүй	Metodologia
Сонирхогчийн радио холбоо	Radioamatore
Хост аймаг	Provincia di Khowst
Кутузов	Michail Illarionovič Kutuzov
Ногоон хувьсгал	Rivoluzione verde
Хавьер Савиола	Javier Saviola
Массив	Array
Климент Ворошилов	Kliment Efremovič Vorošilov
Өсвөрийн Олимпийн наадам	Giochi olimpici giovanili
Андаманы арлууд	Andamane
Аргаль	Ovis ammon
Масада	Masada
Мэрилин Мэнсон	Marilyn Manson
Рафаэль Маркес	Rafael Márquez
Гор аймаг	Ghowr
Тахар аймаг	Takhar
Кундуз аймаг	Provincia di Konduz
Жеймс Вэб телескоп	Telescopio Spaziale James Webb
Фольк рок хөгжим	Folk rock
Лука Тони	Luca Toni
Төрийн далбаа	Bandiera nazionale
Жулиус Ньерере	Julius Nyerere
Зүчи	Djuci
Далайн ирвэс	Hydrurga leptonyx
Вылча аймаг	Distretto di Vâlcea
2008-09 оны Премьер лиг	Premier League 2008-2009
2010-11 оны Премьер лиг	Premier League 2010-2011
Хярс	Vulpes corsac
II Умберто	Umberto II di Savoia
Жорди Альба	Jordi Alba
Марио Манжукич	Mario Mandžukić
Жо Харт	Joe Hart
Тим Кэхилл	Tim Cahill
Роберт Земекис	Robert Zemeckis
МиГ-15	Mikoyan-Gurevich MiG-15
Эйдур Гудъёнсен	Eiður Guðjohnsen
Фернандо Гаго	Fernando Gago
Филипп Сендерос	Philippe Senderos
Stargate SG-1	Stargate SG-1
Ховард Уэбб	Howard Webb
Эмирт Абу-Даби	Abu Dhabi (emirato)
Опцион	Opzione (finanza)
Вуллонгон	Wollongong
Хаан	Khaghan
Сэвх	Efelidi
Фернандо Льоренте	Fernando Llorente
Морины уралдаан	Ippica
Караш-Северин аймаг	Distretto di Caraș-Severin
Питешти	Pitești
Үйлдвэрлэл Урлалын Политехникийн коллеж	Attività manifatturiera
Адэли оцон шувуу	Pygoscelis adeliae
Төвөд үндэстэн	Tibetani
Лейтон Бэйнс	Leighton Baines
Алексей Абрикосов	Aleksej Alekseevič Abrikosov
Кунар аймаг	Konar
Горган	Gorgan
Парван аймаг	Parvan
Жаннеро Парго	Jannero Pargo
Ubisoft	Ubisoft
Дирихлегийн зарчим	Principio dei cassetti
