Afraga	Africa
San Luis (Antioquia)	San Luis (Antioquia)
Gabhal Luimnigh	Stazione di Limerick Junction
An Lam	The Lamb
Aonach Thailteann	Giochi di Tailteann
Ortac	Ortac
Port Reachrann	Portrane
The Lady of Shalott	The Lady of Shalott
Siorrachd Phiogto	Contea di Pictou
Siorrachd Shelburne	Contea di Shelburne
Muinchille	Cootehill
Westland District	Distretto di Westland
Rhosili	Rhossili
Port Bhaile an Trá	Portballintrae
Lèineag is sgiort	Gonna
Na Cruacha Gorma	Bluestack Mountains
A' Phìob Mhòr	Great highland bagpipe
Trondra	Trondra
Caisteal Dhùn Bhreatainn	Dumbarton Rock
Obar Chùirnidh	Abercorn
Bay of Plenty Region	Bay of Plenty
Llandeilo	Llandeilo
Saint John's	Saint John's
Llanwrtyd	Llanwrtyd Wells
Port Rìoghail, Siorrachd Annapolis	Port Royal (Canada)
Ynys Skaw	Tresco
Llanrwst	Llanrwst
Corinto	Corinto (Colombia)
Creutairean (Miotas-eòlasach)	Creatura leggendaria
Tyndyrn	Tintern
Tías (Las Palmas)	Tías
Llanwddyn	Lago Vyrnwy
Achadh Ghobhair	Aughagower
TG4	TG4 (rete televisiva)
Olshammar	Olshammar
Downieville, Calafòrnia	Downieville (California)
Michiel Huisman	Michiel Huisman
Lutjegast	Lutjegast
Miraflores	Miraflores (Boyacá)
Gàidhealtachd na h-Alba	Gàidhealtachd
Dún an Rí	Kingscourt
Bealaidh	Genisteae
Abertyleri	Abertillery
Castellnewydd Emlyn	Newcastle Emlyn
Pentraeth	Pentraeth
Baile Adainn	Haddington
Ocaña	Ocaña (Colombia)
Còbra	Cobra
Thames-Coromandel District	Distretto di Thames-Coromandel
Corwen	Corwen
Y Waun	Chirk
Domhnach Bat	Donabate
Campoalegre	Campoalegre
Fàsach Accona	Deserto di Accona
Am Bogotazo	Bogotazo
Miguel Abadía Méndez	Miguel Abadìa Méndez
Cluain Tarbh	Clontarf
Eva Amaral	Eva Amaral
Innis nan Damh	Inchnadamph
Gall-Ghaidhealaibh	Galloway
Llanilltud Fawr	Llantwit Major
Cibo Matto	Cibo Matto
Puri, Angola	Puri (municipio)
Urabá Antioquia	Urabá Antioquia
Feannag	Lazy bed
A' Ghleann Aburrá	Valle d'Aburrá
Gruag chiar	Capelli castani
San Andreas, Calafòrnia	San Andreas (California)
A' Chuith-raing	Quiraing
Bochotnica	Bochotnica
Taupo	Taupo
Muckle Skerry	Muckle Skerry
Silvia	Silvia (Colombia)
Cuileann Ros	Culross
Taggart	Taggart (serie televisiva)
Canton, Massachusetts	Canton (Massachusetts)
Ishpeming, Michigan	Ishpeming
Colusa, Calafòrnia	Colusa (California)
Lamb Holm	Lamb Holm
Dùn Bheithe	Dunbeath
Guireag	Gourock
Rhydaman	Ammanford
Blàr Ghleann Sheile	Battaglia di Glen Shiel
Tregaron	Tregaron
León de Greiff	León de Greiff
Universidade do Estado de Minas Gerais	Universidade do Estado de Minas Gerais
Walkerton, Indiana	Walkerton (Indiana)
Bryn Celli Ddu	Bryn Celli Ddu
Lake City, Arkansas	Lake City (Arkansas)
Ráth Garbh	Rathgar
Llanandras	Presteigne
Crughywel	Crickhowell
Aberdaron	Aberdaron
Siorrachd Chumberland	Contea di Cumberland (Canada)
Teach Giúise	Firhouse
Yreka, Calafòrnia	Yreka
Carraig Thuathail	Carrigtwohill
Ceàrn Cathaireil a' Mhedellín	Area metropolitana di Medellín
Cluain Sceach	Clonskeagh
Blàr Dhùn Chaillinn	Battaglia di Dunkeld
Sam Smalaidh	Sam il pompiere
De Valls Bluff, Arkansas	De Valls Bluff
José Hilario López	José Hilario López
José María Melo	José María Melo
Seumas Greumach, a' chiad Dhiùc a' Mhonaidh Roise	James Graham, I duca di Montrose
Llanfyllin	Llanfyllin
Purt le Moirrey	Port Saint Mary
Glims Holm	Glims Holm
Siorrachd Hants	Contea di Hants
Siorrachd Digby	Contea di Digby
Siorrachd Halafacs	Contea di Halifax (Canada)
Siorrachd Inbhir Nis, Alba Nuadh	Contea di Inverness
An Dìseart	Dysart
Kim Noorda	Kim Noorda
Teach Sagard	Saggart
Beinn Laoghail	Ben Loyal
Taupo District	Distretto di Taupo
Siorrachd Cheap Bhreatainn	Contea di Cape Breton
Siorrachd Richmond	Contea di Richmond (Canada)
Teach Mealóg	Templeogue
Baile Phámar	Palmerstown
An Eachlèim	Eachléim
Tunga	Tongue (Scozia)
Teampall Kodaiji	Kōdai-ji
Ceann Iorrais	Capo Erris
Aodh Rua Ó Dónaill	Red Hugh O'Donnell
Iturbe	Iturbe
Pentland Skerries	Pentland Skerries
Hunda	Hunda
Cnò-mheannt	Myristica fragrans
Gonzo (Muppet)	Gonzo (Muppet)
Conrad Bain	Conrad Bain
Barra (ainm)	Barry (nome)
Llanidloes	Llanidloes
Pedro Nel Ospina Vásquez	Pedro Nel Ospina
's-Hertogenbosch	's-Hertogenbosch
Abergele	Abergele (Conwy)
Ath-bheòthachadh na h-Alba	Rinascimento scozzese
La Palma	La Palma (disambigua)
Bradan	Salmoninae
José Manuel Marroquín	José Manuel Marroquín
Mariano Ospina Rodríguez	Mariano Ospina Rodríguez
Unnlagh	Multa
Breac	Salmo trutta
Aodh	Aodh
Baile Àirneach	Balerno
Both Chuidir	Balquhidder
Roinn-seòrsa:Bun	Categoria:Stub
Roinn-seòrsa:Planaidean	Categoria:Pianeti
Roinn-seòrsa:Cultar	Categoria:Cultura
Roinn-seòrsa:Mòr-roinnean	Categoria:Continenti
Roinn-seòrsa:Eòlas-talmhainn	Categoria:Geologia
Roinn-seòrsa:Liostaichean	Categoria:Liste
Weaverville, Calafòrnia	Weaverville (California)
Treffynnon	Holywell (Galles)
Enriqueta Martí	Enriqueta Martí
Katìo	Embera del Nord
10an	Anni 10
Tomás Cipriano de Mosquera	Tomás Cipriano Mosquera
Goilear	Caldaia (riscaldamento)
Soills air Mo Smuain	Wikipedia:Proposte di trasferimento/Wikisource/Be Thou My Vision
Fàsach dathte	Painted Desert
Pàrras	Paradiso
Cydweli	Kidwelly
Moelfre	Moelfre (community)
Trawsfynydd	Trawsfynydd
Dolgarrog	Dolgarrog
Capel Curig	Capel Curig
Maenorbŷr	Manorbier
Tremeirchion	Tremeirchion
Tredegar Newydd	New Tredegar
Slighe Cladach Ynys Môn	Sentiero Anglesey
Merthyr Cynog	Merthyr Cynog
Saundersfoot	Saundersfoot
Sark	Sark
Crymych	Crymych
South Walls	South Walls
Alasdair	Alasdair
Aird a' Mhaolain	Ardmillan
Uachdar Doirein	Auchterderran
Baile Grianain	Balgreen
Baile Mo Chaluim	Balmalcolm
Creagan Bhlàth Bholg	Blebo Craigs
Drochaid Dhè, Siorrachd Obar Dheathain	Bridge of Dee
A' Chàrnaich	Carnock
Baile Theàrlaich	Charlestown (Fife)
Conchobhar	Conchobar
Innis Fhionghain	Inchinnan
Cill Reithnidh	Kilrenny
Loch Gheallaidh	Lochgelly
Marg Innis	Markinch
Roinn-seòrsa:Cleasaichean nam film	Categoria:Attori
Roinn-seòrsa:LCDT	Categoria:LGBT
Teamplaid:Userbox	Template:Userbox
Saturn	Saturn
Camran	Cameron (nome)
Am Pàipear Beag	West Highland Free Press
Baile na Tràgha	Ballantrae (Scozia)
Roinn-seòrsa:Lagh	Categoria:Diritto
Roinn-seòrsa:Dùthchannan	Categoria:Nazioni
Roinn-seòrsa:Eaconomachd	Categoria:Economia
Uicipeid:Administrators	Wikipedia:Amministratori
Uicipeid:Bot policy	Wikipedia:Bot
Roinn-seòrsa:Eadar-lìon	Categoria:Internet
Uicipeid:WikiProject Check Wikipedia	Wikipedia:Elenchi generati offline/Check Wikipedia
Roinn-seòrsa:Poileataigs	Categoria:Politica
Roinn-seòrsa:Foghlam	Categoria:Educazione
Roinn-seòrsa:Ealain	Categoria:Arte
Kaunas	Kaunas
Cunntasachd	Contabilità
Königsberg	Königsberg
Cinn-suidhe Choloimbia	Capi di Stato della Colombia
An Èipheit	Egitto
Roinn-seòrsa:Feallsanaiche	Categoria:Filosofi
Teamplaid:Bot	Template:Bot
Trafaig	Traffico
Canada	Canada
Roinn-seòrsa:An Ungair	Categoria:Ungheria
Roinn-seòrsa:A' Bheilg	Categoria:Belgio
Roinn-seòrsa:An t-Seic	Categoria:Repubblica Ceca
Roinn-seòrsa:An Danmhairg	Categoria:Danimarca
Roinn-seòrsa:Eastòinia	Categoria:Estonia
Roinn-seòrsa:Suòmaidh	Categoria:Finlandia
Roinn-seòrsa:A' Ghrèig	Categoria:Grecia
Roinn-seòrsa:Innis Tìle	Categoria:Islanda
Roinn-seòrsa:Lucsamburg	Categoria:Lussemburgo
Roinn-seòrsa:Liotuàinia	Categoria:Lituania
Roinn-seòrsa:An t-Suain	Categoria:Svezia
Roinn-seòrsa:An t-Slòbhac	Categoria:Slovacchia
Roinn-seòrsa:Sloibhìnia	Categoria:Slovenia
Roinn-seòrsa:Poblachd na h-Èireann	Categoria:Repubblica d'Irlanda
Nèamh	Cielo (religione)
Roinn-seòrsa:An Roinn-Eòrpa	Categoria:Europa
Teamplaid:Documentation	Template:Man
Uicipeid:Doras na coimhearsnachd	Portale:Comunità
Roinn-seòrsa:Cànain an luchd-cleachdaidh	Categoria:Utenti per lingua
Sung Jae-gi	Sung Jae-gi
Alasdair mac Mhaighstir Alasdair	Alasdair MacMhaighstir Alasdair
Arieh Warshel	Arieh Warshel
Gnothachas	Business
Instituto Federal da Bahia	Istituto federale di Bahia
Teamplaid:Softredirect	Template:Soft redirect
New Plymouth District	Distretto di New Plymouth
Teamplaid:Delete	Template:Cancella subito
Rìghrean Breatainn Mhòr agus an Rìoghachd Aonaichte	Sovrani britannici
Roinn-seòrsa:Teicneòlas	Categoria:Tecnologia
Roinn-seòrsa:Cànain	Categoria:Lingue
Cairgean	Chondrus crispus
Uicipeid:General disclaimer	Wikipedia:Avvertenze generali
Saighdear	Soldato
Roinn-seòrsa:Bailtean anns an t-Seic	Categoria:Città della Repubblica Ceca
Teamplaid:-	Template:-
Cailbhin	Calvin (nome)
Teamplaid:Navbox	Template:Navbox
Bàgh Caswell	Baia di Caswell
Teamplaid:Shortcut	Template:Abbreviazioni
Saoidhean	Pollachius
Caolas Neachdainn	Coalsnaughton
Lorg Còlbrann	Cockburnspath
Dolwyddelan	Dolwyddelan
Don Keefer	Don Keefer
Teamplaid:Fact	Template:Citazione necessaria
Pana	PAN
Teamplaid:=	Template:=
Teamplaid:Navbar	Template:Tnavbar
Teamplaid:Unicode	Template:Unicode
Teamplaid:Clear	Template:Clear
Teamplaid:Col-end	Template:Colonne fine
Roinn-seòrsa:Afraga	Categoria:Africa
Roinn-seòrsa:Bìoball	Categoria:Bibbia
Teamplaid:Babel	Template:Babel
Teamplaid:Commons	Template:Commons
Teamplaid:Link GA	Template:Link VdQ
Teamplaid:Reflist	Template:References
Teamplaid:Bun	Template:S
Teamplaid:User af-1	Template:Utente af-1
Teamplaid:User als-1	Template:Utente als-1
Teamplaid:User ar-1	Template:Utente ar-1
Teamplaid:User az	Template:Utente az
Teamplaid:User eo-1	Template:Utente eo-1
Teamplaid:See also	Template:Vedi anche
Teamplaid:User da-2	Template:Utente da-2
Teamplaid:User da	Template:Utente da
Teamplaid:User be-2	Template:Utente be-2
Teamplaid:User da-1	Template:Utente da-1
Teamplaid:User eo-3	Template:Utente eo-3
Teamplaid:User de	Template:Utente de
Teamplaid:User de-1	Template:Utente de-1
Teamplaid:User et-1	Template:Utente et-1
Teamplaid:User el	Template:Utente el
Teamplaid:User es	Template:Utente es
Teamplaid:User de-3	Template:Utente de-3
Teamplaid:User en-3	Template:Utente en-3
Teamplaid:User en-1	Template:Utente en-1
Teamplaid:User en-2	Template:Utente en-2
Teamplaid:User eo-2	Template:Utente eo-2
Teamplaid:User en-4	Template:Utente en-4
Teamplaid:User fi	Template:Utente fi
Teamplaid:User en	Template:Utente en
Teamplaid:User de-2	Template:Utente de-2
Teamplaid:User es-1	Template:Utente es-1
Teamplaid:User fr-1	Template:Utente fr-1
Teamplaid:User he-2	Template:Utente he-2
Teamplaid:User id-3	Template:Utente id-3
Teamplaid:User io-3	Template:Utente io-3
Teamplaid:User it-3	Template:Utente it-3
Teamplaid:User grc-1	Template:Utente grc-1
Teamplaid:User ja-4	Template:Utente ja-4
Teamplaid:User tr-2	Template:Utente tr-2
Teamplaid:User fr-2	Template:Utente fr-2
Teamplaid:User tr	Template:Utente tr
Teamplaid:User ja	Template:Utente ja
Teamplaid:User ja-1	Template:Utente ja-1
Teamplaid:User it-1	Template:Utente it-1
Teamplaid:User hr-1	Template:Utente hr-1
Teamplaid:User fr	Template:Utente fr
Roinn-seòrsa:Moldàibhia	Categoria:Moldavia
Roinn-seòrsa:Àisia	Categoria:Asia
Roinn-seòrsa:An t-Sile	Categoria:Cile
Roinn-seòrsa:21mh linn	Categoria:XXI secolo
Roinn-seòrsa:User uk	Categoria:Utenti uk
Roinn-seòrsa:Aimearaga a Deas	Categoria:America meridionale
Roinn-seòrsa:Castilla y León	Categoria:Castiglia e León
Roinn-seòrsa:User uk-N	Categoria:Utenti uk-M
Teamplaid:Intricate template	Template:Template complesso
Roinn-seòrsa:Malaysia	Categoria:Malesia
Roinn-seòrsa:Ball-coise	Categoria:Calcio
Teamplaid:Mod	Template:Mod
Teamplaid:User sv	Template:Utente sv
Teamplaid:User it	Template:Utente it
Teamplaid:User uk	Template:Utente uk
Teamplaid:User es-2	Template:Utente es-2
Roinn-seòrsa:Cànanachas	Categoria:Linguistica
Teamplaid:CC-by-sa-3.0	Template:Cc-by-sa-3.0
Roinn-seòrsa:User fr-1	Categoria:Utenti fr-1
Teamplaid:Infobox musical artist	Template:Artista musicale
Teamplaid:Ambox	Template:Avviso
Teamplaid:Dùthaich	Template:Stato
Teamplaid:Cogadh	Template:Infobox conflitto
Teamplaid:Str left	Template:Str left
Teamplaid:Str sub long	Template:Str sub
Teamplaid:Cleanup	Template:Organizzare
Teamplaid:Exzellent	Template:Vetrina
Roinn-seòrsa:User en-4	Categoria:Utenti en-4
Roinn-seòrsa:User en	Categoria:Utenti en
Roinn-seòrsa:User zh	Categoria:Utenti zh
Roinn-seòrsa:Croàisia	Categoria:Croazia
Roinn-seòrsa:User zh-N	Categoria:Utenti zh-M
Roinn-seòrsa:User en-2	Categoria:Utenti en-2
Teamplaid:Infobox	Template:Infobox
Teamplaid:TOCright	Template:TOCright
Teamplaid:User zh	Template:Utente zh
Roinn-seòrsa:Aibidil	Categoria:Alfabeti
Roinn-seòrsa:Sgrìobhadairean Breatannach	Categoria:Scrittori britannici
Teamplaid:Cite web	Template:Cita web
Bonn-a-sia	Halfpenny (moneta pre-decimale britannica)
Teamplaid:Loch ann an Alba	Template:Massa d'acqua
Teamplaid:User ru-4	Template:Utente ru-4
Teamplaid:Pp-template	Template:Pp-template
Teamplaid:User nl-1	Template:Utente nl-1
Teamplaid:User nl-2	Template:Utente nl-2
Roinn-seòrsa:Àiteachas	Categoria:Agricoltura
Teamplaid:User ru	Template:Utente ru
Roinn-seòrsa:20mh linn	Categoria:XX secolo
Teamplaid:IPA	Template:IPA
Teamplaid:Cinn-suidhe nan Stàitean Aonaichte	Template:PresidentiUSA
Roinn-seòrsa:Teamplaid:Cànan	Categoria:Template Babel
Roinn-seòrsa:Washington (stàit)	Categoria:Stato di Washington
Teamplaid:Beinn	Template:Montagna
Teamplaid:Birth date and age	Template:Calcola età
Teamplaid:MONTHNAME	Template:MONTHNAME
Teamplaid:Neach-poileataigs	Template:Carica pubblica
Teamplaid:MONTH	Template:MONTHNUMBER
Roinn-seòrsa:19mh linn	Categoria:XIX secolo
Roinn-seòrsa:Sgrìobhadairean	Categoria:Scrittori
Roinn-seòrsa:Oilthighean	Categoria:Università
Teamplaid:Hidden begin	Template:Cassetto inizio
Teamplaid:User pt-1	Template:Utente pt-1
Roinn-seòrsa:Sgiobanan ball-coise Edailteach	Categoria:Società calcistiche italiane
Teamplaid:Hidden	Template:Cassetto
Teamplaid:User pl	Template:Utente pl
Teamplaid:User nl	Template:Utente nl
Teamplaid:User no-2	Template:Utente no-2
Teamplaid:Duais Nobel ann an Litreachas	Template:Premio Nobel per la letteratura
Teamplaid:Str len	Template:Str len
Teamplaid:Purge	Template:Purga
Teamplaid:Lorem	Template:Lorem ipsum
Teamplaid:User pl-1	Template:Utente pl-1
Teamplaid:User fr-3	Template:Utente fr-3
Teamplaid:User nds-1	Template:Utente nds-1
Teamplaid:Cc-by-sa-2.0	Template:Cc-by-sa-2.0
Caisteal Inbhir Nis	Inverness Castle
Teamplaid:User en-5	Template:Utente en-5
Teamplaid:Làithean na seachdain	Template:Giorni della settimana
Roinn-seòrsa:Carolina a Tuath	Categoria:Carolina del Nord
Roinn-seòrsa:User ja-N	Categoria:Utenti ja-M
Teamplaid:User als	Template:Utente als
Roinn-seòrsa:Buidseachd	Categoria:Stregoneria
Teamplaid:No	Template:Non fatto
Roinn-seòrsa:Teamplaid:Infobox	Categoria:Template sinottici
Roinn-seòrsa:An Ear Mheadhanach	Categoria:Medioriente
Teamplaid:Selectskin	Template:Seleziona skin
Teamplaid:User no	Template:Utente no
Roinn-seòrsa:Carolina a Deas	Categoria:Carolina del Sud
Ailigeutair	Alligatoridae
Roinn-seòrsa:Ailtireachd	Categoria:Architettura
Teamplaid:User sv-2	Template:Utente sv-2
Teamplaid:User it-2	Template:Utente it-2
Teamplaid:Age	Template:Età
Teamplaid:Mòr-roinnean	Template:Continenti della Terra
Teamplaid:Convert	Template:Converti
Teamplaid:Coord	Template:Coord
Teamplaid:User pt-2	Template:Utente pt-2
Roinn-seòrsa:Wyoming	Categoria:Wyoming
Teamplaid:User fr-4	Template:Utente fr-4
Roinn-seòrsa:Bailtean na h-Alba	Categoria:Città della Scozia
Teamplaid:User la-1	Template:Utente la-1
Roinn-seòrsa:User szl	Categoria:Utenti szl
Roinn-seòrsa:User az	Categoria:Utenti az
Roinn-seòrsa:User be	Categoria:Utenti be
Roinn-seòrsa:User hr	Categoria:Utenti hr
Roinn-seòrsa:User sco	Categoria:Utenti sco
Roinn-seòrsa:User sk	Categoria:Utenti sk
Roinn-seòrsa:User sl	Categoria:Utenti sl
Roinn-seòrsa:User eo	Categoria:Utenti eo
Roinn-seòrsa:User et	Categoria:Utenti et
Roinn-seòrsa:User fr	Categoria:Utenti fr
Roinn-seòrsa:User gl	Categoria:Utenti gl
Roinn-seòrsa:User cy	Categoria:Utenti cy
Roinn-seòrsa:User gd	Categoria:Utenti gd
Roinn-seòrsa:User id	Categoria:Utenti id
Roinn-seòrsa:User ga	Categoria:Utenti ga
Roinn-seòrsa:User ja	Categoria:Utenti ja
Roinn-seòrsa:User la	Categoria:Utenti la
Roinn-seòrsa:User nn	Categoria:Utenti nn
Roinn-seòrsa:User pt	Categoria:Utenti pt
Roinn-seòrsa:User rm	Categoria:Utenti rm
Roinn-seòrsa:User ro	Categoria:Utenti ro
Roinn-seòrsa:User sv	Categoria:Utenti sv
Roinn-seòrsa:User cs-3	Categoria:Utenti cs-3
Roinn-seòrsa:User fr-3	Categoria:Utenti fr-3
Roinn-seòrsa:User it-3	Categoria:Utenti it-3
Roinn-seòrsa:User ja-3	Categoria:Utenti ja-3
Roinn-seòrsa:User nl-3	Categoria:Utenti nl-3
Roinn-seòrsa:User da-1	Categoria:Utenti da-1
Roinn-seòrsa:User et-1	Categoria:Utenti et-1
Roinn-seòrsa:User cy-1	Categoria:Utenti cy-1
Roinn-seòrsa:Cleachdaiche gd-1	Categoria:Utenti gd-1
Roinn-seòrsa:User ga-1	Categoria:Utenti ga-1
Roinn-seòrsa:User nl-1	Categoria:Utenti nl-1
Roinn-seòrsa:User pl-1	Categoria:Utenti pl-1
Roinn-seòrsa:User rm-1	Categoria:Utenti rm-1
Roinn-seòrsa:User ro-1	Categoria:Utenti ro-1
Roinn-seòrsa:User tr-1	Categoria:Utenti tr-1
Roinn-seòrsa:User ar-1	Categoria:Utenti ar-1
Roinn-seòrsa:User szl-4	Categoria:Utenti szl-4
Roinn-seòrsa:User fr-4	Categoria:Utenti fr-4
Roinn-seòrsa:User be-2	Categoria:Utenti be-2
Roinn-seòrsa:User da-2	Categoria:Utenti da-2
Roinn-seòrsa:User sco-2	Categoria:Utenti sco-2
Roinn-seòrsa:User sk-2	Categoria:Utenti sk-2
Roinn-seòrsa:User fr-2	Categoria:Utenti fr-2
Roinn-seòrsa:User gd-2	Categoria:Utenti gd-2
Roinn-seòrsa:User it-2	Categoria:Utenti it-2
Roinn-seòrsa:User la-2	Categoria:Utenti la-2
Roinn-seòrsa:User nl-2	Categoria:Utenti nl-2
Roinn-seòrsa:User pl-2	Categoria:Utenti pl-2
Roinn-seòrsa:User sv-2	Categoria:Utenti sv-2
Roinn-seòrsa:User tr-2	Categoria:Utenti tr-2
Roinn-seòrsa:User cs-N	Categoria:Utenti cs-M
Roinn-seòrsa:User sl-N	Categoria:Utenti sl-M
Roinn-seòrsa:User fr-N	Categoria:Utenti fr-M
Roinn-seòrsa:User cy-N	Categoria:Utenti cy-M
Roinn-seòrsa:User it-N	Categoria:Utenti it-M
Roinn-seòrsa:User nl-N	Categoria:Utenti nl-M
Roinn-seòrsa:User no-N	Categoria:Utenti no-M
Roinn-seòrsa:User nn-N	Categoria:Utenti nn-M
Roinn-seòrsa:User ru-N	Categoria:Utenti ru-M
Roinn-seòrsa:2070an	Categoria:Eventi degli anni 2070
Roinn-seòrsa:User af	Categoria:Utenti af
Roinn-seòrsa:User af-1	Categoria:Utenti af-1
Roinn-seòrsa:User af-2	Categoria:Utenti af-2
Roinn-seòrsa:User als	Categoria:Utenti als
Roinn-seòrsa:User als-1	Categoria:Utenti als-1
Roinn-seòrsa:User ar	Categoria:Utenti ar
Roinn-seòrsa:User az-N	Categoria:Utenti az-M
Roinn-seòrsa:User cs	Categoria:Utenti cs
Roinn-seòrsa:User da	Categoria:Utenti da
Roinn-seòrsa:User de	Categoria:Utenti de
Roinn-seòrsa:User de-2	Categoria:Utenti de-2
Roinn-seòrsa:User de-3	Categoria:Utenti de-3
Roinn-seòrsa:User de-4	Categoria:Utenti de-4
Roinn-seòrsa:User de-N	Categoria:Utenti de-M
Roinn-seòrsa:User dsb	Categoria:Utenti dsb
Roinn-seòrsa:User dsb-1	Categoria:Utenti dsb-1
Roinn-seòrsa:User el	Categoria:Utenti el
Roinn-seòrsa:User el-N	Categoria:Utenti el-M
Roinn-seòrsa:User en-3	Categoria:Utenti en-3
Roinn-seòrsa:User en-N	Categoria:Utenti en-M
Roinn-seòrsa:User eo-1	Categoria:Utenti eo-1
Roinn-seòrsa:User eo-2	Categoria:Utenti eo-2
Roinn-seòrsa:User eo-3	Categoria:Utenti eo-3
Roinn-seòrsa:User es	Categoria:Utenti es
Roinn-seòrsa:User es-1	Categoria:Utenti es-1
Roinn-seòrsa:User es-2	Categoria:Utenti es-2
Roinn-seòrsa:User es-3	Categoria:Utenti es-3
Roinn-seòrsa:User es-N	Categoria:Utenti es-M
Roinn-seòrsa:User fa	Categoria:Utenti fa
Roinn-seòrsa:User fa-1	Categoria:Utenti fa-1
Roinn-seòrsa:User fi	Categoria:Utenti fi
Roinn-seòrsa:User fi-N	Categoria:Utenti fi-M
Roinn-seòrsa:User fur	Categoria:Utenti fur
Roinn-seòrsa:User fur-1	Categoria:Utenti fur-1
Roinn-seòrsa:User ga-3	Categoria:Utenti ga-3
Roinn-seòrsa:1680an	Categoria:Eventi degli anni 1680
Roinn-seòrsa:User he	Categoria:Utenti he
Roinn-seòrsa:User he-2	Categoria:Utenti he-2
Teamplaid:N/a	Template:ND
Roinn-seòrsa:User hr-1	Categoria:Utenti hr-1
Roinn-seòrsa:User hu	Categoria:Utenti hu
Roinn-seòrsa:User hu-1	Categoria:Utenti hu-1
Roinn-seòrsa:User id-3	Categoria:Utenti id-3
Roinn-seòrsa:User io	Categoria:Utenti io
Roinn-seòrsa:User io-3	Categoria:Utenti io-3
Roinn-seòrsa:User is	Categoria:Utenti is
Roinn-seòrsa:User is-1	Categoria:Utenti is-1
Roinn-seòrsa:User als-N	Categoria:Utenti als-M
Teamplaid:User la-3	Template:Utente la-3
Roinn-seòrsa:Aibidil Eabhra	Categoria:Alfabeto ebraico
Easbaigeachas	Anglicanesimo
Roinn-seòrsa:User pl-N	Categoria:Utenti pl-M
Roinn-seòrsa:User pt-1	Categoria:Utenti pt-1
Roinn-seòrsa:Sgrìobhadairean Portagaileach	Categoria:Scrittori portoghesi
Roinn-seòrsa:Geoimeatras	Categoria:Geometria
Roinn-seòrsa:Na h-Eileanan Canàrach	Categoria:Canarie
Roinn-seòrsa:User it	Categoria:Utenti it
Roinn-seòrsa:User it-1	Categoria:Utenti it-1
Roinn-seòrsa:User ja-1	Categoria:Utenti ja-1
Roinn-seòrsa:User la-1	Categoria:Utenti la-1
Roinn-seòrsa:User la-3	Categoria:Utenti la-3
Roinn-seòrsa:1510an	Categoria:Eventi degli anni 1510
Teamplaid:Information	Template:Informazioni file
Roinn-seòrsa:14mh linn RC	Categoria:XIV secolo a.C.
Roinn-seòrsa:User ru-1	Categoria:Utenti ru-1
Teamplaid:Tdeprecated	Template:Template obsoleto
Teamplaid:User sv-1	Template:Utente sv-1
Roinn-seòrsa:1970an	Categoria:Eventi degli anni 1970
Roinn-seòrsa:1890an	Categoria:Eventi degli anni 1890
Roinn-seòrsa:Strìopachas	Categoria:Prostituzione
Roinn-seòrsa:Caistealan	Categoria:Castelli
Roinn-seòrsa:Criogaid	Categoria:Cricket
Roinn-seòrsa:Sasainn	Categoria:Inghilterra
Roinn-seòrsa:Cànain Bhrittonach	Categoria:Lingue brittoniche
Teamplaid:Str ≥ len	Template:Str ≥ len
Roinn-seòrsa:User nds	Categoria:Utenti nds
Roinn-seòrsa:User nds-1	Categoria:Utenti nds-1
Roinn-seòrsa:User nds-N	Categoria:Utenti nds-M
Roinn-seòrsa:Sgrìobhadairean Pearùthach	Categoria:Scrittori peruviani
Roinn-seòrsa:Uisge	Categoria:Acqua
Roinn-seòrsa:Oklahoma	Categoria:Oklahoma
Roinn-seòrsa:A' Bhealaruis	Categoria:Bielorussia
Roinn-seòrsa:Alba Nuadh	Categoria:Nuova Scozia
