Afríka	Africa
CAT	Tomografia computerizzata
Valensíska	Valenziano
Örtölva (tölva)	Microcomputer
Engilsaxar	Anglosassoni
Sebrahestur	Zebra
Moska	Moschea
Dómínóspil	Domino (gioco)
Valery Leontiev	Valerij Jakovlevič Leont'ev
Austurríska erfðastríðið	Guerra di successione austriaca
Balúkíska	Lingua baluchi
Bemba	Lingua bemba
ISBN	ISBN
Lófótur	Hippuris vulgaris
Búrjatíska	Lingua buriata
Baltnesk tungumál	Lingue baltiche
Sjö ára stríðið	Guerra dei sette anni
Bantúmál	Lingue bantu
Top Gear	Top Gear
Brahúí	Lingua brahui
Tilbúið tungumál	Lingua artificiale
Sebúanó	Lingua cebuana
Bambara	Lingua bambara
Tasmanhaf	Mar di Tasman
Túkótkó-kamtjatkansk tungumál	Lingue ciukotko-kamciatke
Tígurköttur	Leopardus pardalis
Chichewa	Lingua chewa
Beogradska Arena	Kombank Arena
Kreólamál	Lingua creola
Mógúlveldið	Moghul
436	436
434	434
Dravidísk tungumál	Lingue dravidiche
293	293
427	427
Téténska	Lingua cecena
Krímtataríska	Lingua tatara di Crimea
Þverstæður Zenons	Paradossi di Zenone
Mállýska	Dialetto
Þverstæða lygarans	Paradosso del mentitore
Cree	Lingua cree
Lev Trotskíj	Lev Trockij
Algonkinsk tungumál	Lingue algonchine
Russell-þversögn	Paradosso di Russell
Hughyggja	Idealismo
Fúlaní	Lingua fula
Veldi (stærðfræði)	Potenza (matematica)
Gagásíska	Lingua gagauza
Hommafælni	Omofobia
Safn (stofnun)	Museo
Rolling Stone	Rolling Stone
Hebreskt stafróf	Alfabeto ebraico
Heimfærð stærðfræði	Matematica applicata
ISO 639	ISO 639
Friðrik 2. Prússakonungur	Federico II di Prussia
Kasmíríska	Lingua kashmiri
Hawaiíska	Lingua hawaiana
Rúandíska	Lingua kinyarwanda
Indóarísk tungumál	Lingue indoarie
Kíkújú	Lingua gikuyu
Pandabjörn	Ailuropoda melanoleuca
Kesha	Kesha
Ísbjörn	Ursus maritimus
Karahaf	Mare di Kara
Einangrað tungumál	Lingua isolata
Kildinsamíska	Lingua sami di Kildin
People	People (rivista)
Sæliljur	Crinoidea
Kanaríska	Lingua kannada
Radíanar	Radiante
Mande-mál	Lingue mande
Hlutafélag	Società di capitali
Kassúbíska	Lingua casciuba
Nílósaharamál	Lingue nilo-sahariane
Mapudungun	Lingua mapudungun
Elding	Fulmine
Pelópsskagastríðið	Guerra del Peloponneso
Bertrand Russell	Bertrand Russell
Arabíska vorið	Primavera araba
Hönd	Mano
Du Fu	Du Fu
Angáríska	Lingua palauana
Nýja-Kaledónía	Nuova Caledonia
Surahammar	Surahammar
Edmund Hillary	Edmund Hillary
Nepalska	Lingua nepalese
Mannfjöldi	Popolazione
Blendingsmál	Pidgin
Eyjaklasi	Arcipelago
Nígerkongótungumál	Lingue niger-kordofaniane
Papiamento	Lingua papiamento
Theodore Roosevelt	Theodore Roosevelt
Múndamál	Lingue munda
Pétur postuli	Pietro apostolo
Tel Avív	Tel Aviv
Tékkóslóvakía	Cecoslovacchia
Norðursamíska	Lingua sami settentrionale
Nice	Nizza
Sanremo	Sanremo
Lauf	Foglia
Sardiníska	Lingua sarda
Jules Verne	Jules Verne
Sindí	Lingua sindhi
Leikari	Attore
Hollywood	Hollywood
Haskell (forritunarmál)	Haskell (linguaggio)
Marlon Brando	Marlon Brando
Niue	Niue
Breiddargráða	Latitudine
Kartvelsk mál	Lingue cartveliche
Foss	Cascata
Íkaros	Icaro
Semísk tungumál	Lingue semitiche
Tagalog	Lingua tagalog
Flokkur:Forritunarmál	Categoria:Linguaggi di programmazione
Yitzhak Rabin	Yitzhak Rabin
Nathalia Dill	Nathalia Dill
Justin Bieber	Justin Bieber
Tyrkísk mál	Lingue turche
Brons	Bronzo
Hosni Mubarak	Hosni Mubarak
Leónska	Lingua leonese
Úrölsk tungumál	Lingue uraliche
Tígrinja	Lingua tigrina
Fúnafútí	Funafuti
Tahítíska	Lingua tahitiana
Sívalningur	Cilindro (geometria)
Flæmska	Lingua fiamminga
Smjör	Burro
Guðfræði	Teologia
Trúarbragðafræði	Scienza delle religioni
Pablo Neruda	Pablo Neruda
Seifur	Zeus
Yasser Arafat	Yasser Arafat
OpenBSD	OpenBSD
Mossad	Mossad
Oxford	Oxford
Níagarafossar	Cascate del Niagara
Táknmál	Lingua dei segni
FreeBSD	FreeBSD
136	136
Konkaní	Lingua konkani
Linus Torvalds	Linus Torvalds
Port-au-Prince	Port-au-Prince
BSD	Berkeley Software Distribution
Międzyrzec Podlaski	Międzyrzec Podlaski
Gospel-tónlist	Vangelo
Alexander Graham Bell	Alexander Graham Bell
Wu-kínverska	Lingua wu
Woodrow Wilson	Thomas Woodrow Wilson
Efi	Dubbio
Doctor Who	Doctor Who
Tsonga	Lingua tsonga
Sótó	Lingua sotho del sud
Stjörnuspeki	Astrologia
Tasmanía	Tasmania
Rotterdam	Rotterdam
Krít (eyja)	Creta
Hljóðfæri	Strumento musicale
Whitney Houston	Whitney Houston
Skoðun	Credenza
Sápa	Sapone
New Orleans	New Orleans
Urbana (Venetó)	Urbana
Mošovce	Mošovce
Benazir Bhutto	Benazir Bhutto
Filippus 2. Spánarkonungur	Filippo II di Spagna
Shakira	Shakira
Filippus 2. Frakkakonungur	Filippo II di Francia
Saint-Dié-des-Vosges	Saint-Dié-des-Vosges
Oxford-háskóli	Università di Oxford
Scarlett Johansson	Scarlett Johansson
Vegur	Strada
Mahmoud Ahmadinejad	Mahmud Ahmadinejad
Boris Jeltsín	Boris Nikolaevič El'cin
Gwyneth Paltrow	Gwyneth Paltrow
Filippus 3. Spánarkonungur	Filippo III di Spagna
Geisladiskur	Compact disc
Aleksandr Solzhenitsyn	Aleksandr Isaevič Solženicyn
Showa keisari	Hirohito
Þyrla	Elicottero
Al-Kaída	Al-Qaida
Mótorhjól	Motocicletta
Sankti Helena	Sant'Elena (isola)
Mehmet 2. Tyrkjasoldán	Maometto II
Flóðhestur	Hippopotamus amphibius
Myndband	Video
Dómkirkjan í San Cristóbal de La Laguna	Cattedrale de La Laguna
Eyjahaf	Mar Egeo
Ichirou Mizuki	Ichirō Mizuki
Efrat	Eufrate
James Garfield	James A. Garfield
Kyoto	Kyoto
Sankti Pierre og Miquelon	Saint-Pierre e Miquelon
Boðorðin tíu	Dieci comandamenti
Sýnagóga	Sinagoga
Ermarsund	La Manica
1981-1990	Anni 1980
Jóhannesarborg	Johannesburg
Kirkja	Chiesa
1991-2000	Anni 1990
J. K. Rowling	J. K. Rowling
Hiroshima	Hiroshima
Albert Camus	Albert Camus
Persaflói	Golfo Persico
Sandur	Sabbia
Rós	Rosa (botanica)
Kingston (Jamaíka)	Kingston
Lýsingarorð	Aggettivo
Hlébarði	Panthera pardus
Salzburg	Salisburgo
Nashyrningur	Rhinocerotidae
Grísk goðafræði	Mitologia greca
Áttaviti	Bussola
Ættkvísl (flokkunarfræði)	Genere (tassonomia)
Rudyard Kipling	Rudyard Kipling
Félagsvísindi	Scienze sociali
Sómalíland	Somaliland
Skagi	Penisola
Listi yfir landsnúmer	Prefissi telefonici internazionali
Röntgengeislun	Raggi X
Friedrich Engels	Friedrich Engels
Xinjiang	Xinjiang
Áramót	Capodanno
Santó Dómingó	Santo Domingo
Tequixquiac	Tequixquiac
Ulysses S. Grant	Ulysses Simpson Grant
Elizabeth Taylor	Elizabeth Taylor
Oklahoma City	Oklahoma City
Sólaldin	Carica papaya
Þrívítt form	Tridimensionalità
Brisbane	Brisbane
Kládíus Ptólmæos	Claudio Tolomeo
F-14 Tomcat	Grumman F-14 Tomcat
Vítamín	Vitamine
Benjamin Franklin	Benjamin Franklin
Isaac Asimov	Isaac Asimov
Torah	Torah
Asovhaf	Mar d'Azov
Frances Fisher	Frances Fisher
1971-1980	Anni 1970
2001-2010	Anni 2000
Rétttrúnaðarkirkjan	Chiesa ortodossa
William McKinley	William McKinley
Vatnakarpar	Cyprinidae
Agatha Christie	Agatha Christie
Listi yfir forseta Bandaríkjanna	Presidenti degli Stati Uniti d'America
Suður-Georgía og Suður-Sandvíkureyjar	Georgia del Sud e Isole Sandwich Meridionali
Málsháttur	Proverbio
Sprengidagur	Martedì grasso
Noemi	Noemi (cantante)
Catalão	Catalão
Wilhelm Conrad Röntgen	Wilhelm Conrad Röntgen
Ódysseifskviða	Odissea
Grover Cleveland	Grover Cleveland
Kúveitborg	Madinat al-Kuwait
Fornfranska	Lingua francese antica
Ido	Lingua ido
Fornpersneska	Lingua persiana antica
Satan	Satana
Kjötkveðjuhátíðin í Ríó	Carnevale di Rio de Janeiro
Herbert Hoover	Herbert Hoover
Orðsifjafræði	Etimologia
Fjallaljón	Puma concolor
44 f.Kr.	44 a.C.
Vottar Jehóva	Testimoni di Geova
Frumspeki	Metafisica
Warren G. Harding	Warren G. Harding
Nikita Krústsjov	Nikita Sergeevič Chruščёv
Arabar	Arabi
Brad Pitt	Brad Pitt
World Wrestling Entertainment	WWE
Titikakavatn	Titicaca
Súmer	Sumeri
Marmarahaf	Mar di Marmara
Hljóðfræði	Fonetica
Ætt (flokkunarfræði)	Famiglia (tassonomia)
Elamíska	Lingua elamica
Gluggi	Finestra
AT&T	AT&T
Medina	Medina
Almaty	Almaty
Forngríska	Lingua greca antica
Chester A. Arthur	Chester Arthur
Fornkirkjuslavneska	Lingua slava ecclesiastica antica
Afródíta	Afrodite
Fornnorræna	Lingua norrena
Hellir	Grotta
Elgur	Alces alces
Akkadíska	Lingua accadica
Hvíta húsið (Washington, D.C.)	Casa Bianca
Lögregla	Polizia
Paul Cézanne	Paul Cézanne
Wallis- og Fútúnaeyjar	Wallis e Futuna
Knattspyrnusamband Evrópu	Union of European Football Associations
Hokkaidō	Hokkaidō
Tígris	Tigri
Úralfjöll	Urali
Arthur Conan Doyle	Arthur Conan Doyle
Engifer	Zingiber officinale
Friðarverðlaun Nóbels	Premio Nobel per la pace
Pennínafjöll	Monti Pennini
William Howard Taft	William Howard Taft
Fylki Bandaríkjanna	Stato federato degli Stati Uniti d'America
Jökull	Ghiacciaio
Hittitíska	Lingua ittita
Pitcairn	Isole Pitcairn
Benjamin Harrison	Benjamin Harrison
Rutherford B. Hayes	Rutherford B. Hayes
Jagúar	Panthera onca
1931-1940	Anni 1930
Suður-Ástralía	Australia Meridionale
Gotneska	Lingua gotica
1961-1970	Anni 1960
Etrúska	Lingua etrusca
1921-1930	Anni 1920
Þing	Parlamento
Osaka	Osaka
Safari	Safari (browser)
Beðmál í borginni	Sex and the City
Cambridge-háskóli	Università di Cambridge
Framkvæmdarvald	Potere esecutivo
Baruch Spinoza	Baruch Spinoza
Hósti	Tosse
Saraþústra	Zarathustra
Wright-bræður	Fratelli Wright
Svefn	Sonno
Bill Hicks	Bill Hicks
Hektari	Ettaro
Skírn	Battesimo
Verðbólga	Inflazione
Astmi	Asma
Bátur	Imbarcazione
Gvaraní	Lingua guaraní
Aralvatn	Lago d'Aral
Lamborghini	Lamborghini
Omar Khayyam	ʿUmar Khayyām
Land Rover	Land Rover
Emmy Rossum	Emmy Rossum
Bambus	Bambuseae
Kongó	Congo
Sport Club Corinthians Paulista	Sport Club Corinthians Paulista
Pólýnesía	Polinesia
MAN	MAN (azienda)
Bosporussund	Bosforo
Kúmbríska	Lingua cumbrica
Keltar	Celti
Fagurfræði	Estetica
Kókoseyjar	Isole Cocos (Keeling)
Mercedes-Benz	Mercedes-Benz
Ho Chi Minh	Ho Chi Minh
Calvin Coolidge	Calvin Coolidge
Mini	Mini (1959)
Víðir (ættkvísl)	Salix
Queensland	Queensland
Minneapolis	Minneapolis
Lilo & Stitch	Lilo & Stitch
Pokabjörn	Phascolarctos cinereus
Charles Bronson	Charles Bronson
Borneó	Borneo
Gíbraltarsund	Stretto di Gibilterra
Jarðvegur	Suolo
Fíkjutré	Ficus carica
Beyoncé Knowles	Beyoncé Knowles
Koptíska	Lingua copta
Austur-Kasakstanfylki	Oblys del Kazakistan Orientale
LeBron James	LeBron James
Mengi	Insieme
Karl 2. Spánarkonungur	Carlo II di Spagna
Rithöfundur	Scrittore
Alþýðumenning	Folclore
Siligo	Siligo
Hamfarirnar í Japan 2011	Terremoto e maremoto del Tōhoku del 2011
Lak	Lingua lak
Krímgotneska	Lingua gotica di Crimea
Puerto Montt	Puerto Montt
Mark Zuckerberg	Mark Zuckerberg
Fornafn	Pronome
Václav Havel	Václav Havel
Nýsjálenskt táknmál	Lingua dei segni neozelandese
Sérhljóð	Vocale
Lengd	Lunghezza
Einingarvigur	Versore
Apía	Apia
Brigitte Bardot	Brigitte Bardot
Ævisaga	Biografia
Roseau	Roseau
Silkivegurinn	Via della seta
1951-1960	Anni 1950
Anne Hathaway	Anne Hathaway
Þales	Talete
Calgary	Calgary
Jane Austen	Jane Austen
Giordano Bruno	Giordano Bruno
Iguazu-fossar	Cascate dell'Iguazú
Draumur	Sogno
Hammúrabí	Hammurabi
Kúrdíska	Lingua curda
Fribourg (Sviss)	Friburgo (Svizzera)
Jesúítareglan	Compagnia di Gesù
Jafngild þyngd	Equivalente
Taekwondo	Taekwondo
Miðenska	Lingua inglese media
Rottur	Rattus
Aberdeen	Aberdeen
Nýsteinöld	Neolitico
Porto	Porto (Portogallo)
Stjórnmálafræði	Scienza politica
Katrín mikla	Caterina II di Russia
Hannibal Barca	Annibale
Mjöl	Farina
Lengdargráða	Longitudine
Konungur ljónanna	Il re leone
Samtenging	Congiunzione (linguistica)
Guglielmo Marconi	Guglielmo Marconi
Jón (efnafræði)	Ione
Árþúsund	Millennio
Francis Drake	Francis Drake
Port Moresby	Port Moresby
Efnahvarf	Reazione chimica
Ofn	Forno
.ru	.ru
.ad	.ad
1941-1950	Anni 1940
1901-1910	Anni 1900
1911-1920	Anni 1910
Vladimir Nabokov	Vladimir Vladimirovič Nabokov
Haag	L'Aia
Ættbálkur (flokkunarfræði)	Ordine (tassonomia)
Górilla	Gorilla
Tycho Brahe	Tycho Brahe
Vændi	Prostituzione
Tvínefni	Nomenclatura binomiale
Cork	Cork
Myndlist	Arti visive
Oskíska	Lingua osca
Henrik Ibsen	Henrik Ibsen
Sumartími	Ora legale
Vesturbakkinn	Cisgiordania
Victoria	Victoria (Australia)
Stafrófsmorðin	Alphabet Killer
Júgóslavía	Jugoslavia
Norn (tungumál)	Lingua norn
Loðfíll	Mammuthus
Listi yfir CSI:Miami (10. þáttaröð)	Episodi di CSI: Miami (decima stagione)
Atli Húnakonungur	Attila
Ottoman Tyrkneska	Lingua turca ottomana
Ríki (flokkunarfræði)	Regno (biologia)
Novial	Novial
Frumbyggjar Ameríku	Nativi americani
Sínaískagi	Penisola del Sinai
Kristalsnótt	Notte dei cristalli
Robert Pattinson	Robert Pattinson
Vefsíða	Pagina web
Henry Lee Lucas	Henry Lee Lucas
Súmerska	Lingua sumera
Hurð	Porta
Ferhyrningur	Quadrilatero
Vilhjálmur Bretaprins	William, duca di Cambridge
Tókelá	Tokelau
Pareto-hagkvæmni	Ottimo paretiano
Tónskáld	Compositore
Rihanna	Rihanna
Tví	Lingua twi
Svínaflensa	Influenza suina
Móðurmál	Madrelingua
Fjallganga	Alpinismo
Úgarít	Lingua ugaritica
Óson	Ozono
Salvador	Salvador (Brasile)
Robert De Niro	Robert De Niro
Holdsveiki	Lebbra
Jackie Chan	Jackie Chan
Tylft	12 (numero)
Pemón	Pemon
Volapük	Volapük
Tóshíro Mífúne	Toshirō Mifune
Serbía og Svartfjallaland	Serbia e Montenegro
Tokkaríska	Lingua tocaria
Thomas Mann	Thomas Mann
Alþjóðasamtök um veraldarvefinn	World Wide Web Consortium
Auglýsing	Pubblicità
Baffinsflói	Baia di Baffin
Ívafsmál	Linguaggio di markup
Sjálfstæði	Indipendenza
José Saramago	José Saramago
Alexander Fleming	Alexander Fleming
Rómantíkin	Romanticismo
Popptónlist	Musica leggera
Nagli	Chiodo
Tom Cruise	Tom Cruise
Ólífa	Olea europaea
Heilög þrenning	Trinità (cristianesimo)
Yahoo!	Yahoo!
30. febrúar	30 febbraio
Auckland	Auckland
Florence Nightingale	Florence Nightingale
Lína (rúmfræði)	Retta
Faraó	Faraone
AK-47	AK-47
Aþena (gyðja)	Atena
Metan	Metano
13 (tala)	13 (numero)
G8	G8
Frumeindakjarni	Nucleo atomico
Sun Tzu	Sun Tzu
Veiðistöng	Canna da pesca
Lárpera	Persea americana
IBM	IBM
David Hume	David Hume
.fi	.fi
Bylgja	Onda
Johnny Depp	Johnny Depp
Frumindóevrópska	Lingua protoindoeuropea
Luiz Inácio Lula da Silva	Luiz Inácio Lula da Silva
Rauð blóðkorn	Eritrocita
Robert Koch	Robert Koch
Pýramídinn mikli í Gísa	Piramide di Cheope
Fjodor Tuttsjev	Fëdor Ivanovič Tjutčev
Þvermál	Diametro
Kennari	Docente
Go (forritunarmál)	Go (linguaggio di programmazione)
Central Intelligence Agency	Central Intelligence Agency
.ae	.ae
.am	.am
.de	.de
Skrift	Scrittura
.fr	.fr
Heimsmeistaramót landsliða í knattspyrnu karla 2006	Campionato mondiale di calcio 2006
Ramayana	Rāmāyaṇa
Heilagur andi	Spirito Santo
Internet Movie Database	Internet Movie Database
Cleveland (Ohio)	Cleveland
Samuel Beckett	Samuel Beckett
Lublin	Lublino
Apollon	Apollo
Dalai Lama	Dalai Lama
John Michael Talbot	John Michael Talbot
Klaus Ebner	Klaus Ebner
Jarðhneta	Arachis hypogaea
Francis Bacon (heimspekingur)	Francesco Bacone
Melanesía	Melanesia
Naypyidaw	Naypyidaw
.af	.af
Hundrað	100 (numero)
.au	.au
ISO 4217	ISO 4217
Setningafræði	Sintassi
Póstnúmer	Codice postale
Apríkósa	Prunus armeniaca
Nicole Kidman	Nicole Kidman
Pierre Curie	Pierre Curie
Öryggisráð Sameinuðu þjóðanna	Consiglio di sicurezza delle Nazioni Unite
Þoka	Nebbia
Söguljóð	Poema epico
Jónahaf	Mar Ionio
Eldspýta	Fiammifero
Flokkur (flokkunarfræði)	Classe (tassonomia)
Glúkósi	Glucosio
.cz	.cz
.ag	.ag
Stjarneðlisfræði	Astrofisica
Blýglans	Galena
Donatello	Donatello
Jackson Pollock	Jackson Pollock
Kalvín	Giovanni Calvino
Valentínusardagurinn	San Valentino (festa)
Vilhjálmur 1. Englandskonungur	Guglielmo I d'Inghilterra
Haglél	Grandine
David Ben-Gurion	David Ben-Gurion
Luciano Pavarotti	Luciano Pavarotti
Thomas Hobbes	Thomas Hobbes
Mila Kunis	Mila Kunis
43 f.Kr.	43 a.C.
Persaflóastríðið (1991)	Guerra del Golfo
Markaður	Mercato
Suður-Kínahaf	Mar Cinese Meridionale
Silki	Seta
Kameljón	Chamaeleonidae
Paul Gauguin	Paul Gauguin
Bloemfontein	Bloemfontein
Hæka	Haiku
Border collie	Border collie
.at	.at
Landher	Esercito
Lýðfræði	Demografia
Lénsskipulag	Feudalesimo
Litningur	Cromosoma
Málmblanda	Lega (metallurgia)
T. S. Eliot	Thomas Stearns Eliot
Vefur Karlottu (kvikmynd 1973)	La meravigliosa, stupenda storia di Carlotta e del porcellino Wilbur
Sint-Truiden	Sint-Truiden
Bălţi	Bălți
Port Vila	Port Vila
Vistkerfi	Ecosistema
Auckland Grammar School	Auckland Grammar School
Ísskápur	Frigorifero
Milwaukee	Milwaukee
Barokk	Barocco
.us	.us
Þörungar	Alga
Natalie Portman	Natalie Portman
.es	.es
.gr	.gr
Sund (landslagsþáttur)	Stretto
.pl	.pl
.uk	.uk
Nóbelsverðlaun í bókmenntum	Premio Nobel per la letteratura
Frímerki	Francobollo
Sætar kartöflur	Ipomoea batatas
Masiela Lusha	Masiela Lusha
Sapporo	Sapporo
Gulahaf	Mar Giallo
Gregor Mendel	Gregor Mendel
Akihito	Akihito
Kärnten	Carinzia
Jangún	Yangon
63 f.Kr.	63 a.C.
Hera (gyðja)	Era (mitologia)
St. Louis	Saint Louis (Missouri)
Samhljóð	Consonante
Herta Müller	Herta Müller
Gallía	Gallia
Tilvistarstefna	Esistenzialismo
McDonald's	McDonald's
Bullmastiff	Bullmastiff
Lewis Carroll	Lewis Carroll
Paraíba	Paraíba
Galápagoseyjar	Galápagos
Nóbelsverðlaun í eðlisfræði	Premio Nobel per la fisica
Leonardo DiCaprio	Leonardo DiCaprio
Daniel Radcliffe	Daniel Radcliffe
Þjóðabandalagið	Società delle Nazioni
Samúræi	Samurai
31 f.Kr.	31 a.C.
Arthur Schopenhauer	Arthur Schopenhauer
Helen Keller	Helen Keller
George Lucas	George Lucas
Nagasaki	Nagasaki
Eintracht Frankfurt	Eintracht Frankfurt
Enya	Enya
Bretlandseyjar	Arcipelago britannico
Þýskur fjárhundur	Cane da pastore tedesco
.al	.al
.ar	.ar
Orðhlutafræði	Morfologia (linguistica)
1841-1850	Anni 1840
Alexandre Dumas eldri	Alexandre Dumas (padre)
Skipting (flokkunarfræði)	Phylum
Dobermann	Dobermann
Hinrik 8.	Enrico VIII d'Inghilterra
Enskur bolabítur	Bulldog inglese
William Faulkner	William Faulkner
Einhverfa	Autismo
.az	.az
Enskur mastiff	Mastiff
Dísilolía	Gasolio
Lögmál Newtons	Principi della dinamica
Romano Prodi	Romano Prodi
Leonberger	Leonberger
Boxer (hundur)	Deutscher boxer
Xena: Warrior Princess	Xena - Principessa guerriera
Turku	Turku
Gullfoss	Gullfoss
Milljón	Milione
Enskur cocker spaniel	Cocker spaniel inglese
Santa Fe (Nýju Mexíkó)	Santa Fe (Nuovo Messico)
Glymur	Glymur
14 (tala)	14 (numero)
Devanagari	Alfabeto devanagari
Fédération Cynologique Internationale	Fédération cynologique internationale
Írskur úlfhundur	Levriero irlandese
1881-1890	Anni 1880
Bengalflói	Golfo del Bengala
Gullinsækir	Golden retriever
Matargerð	Cottura
15 (tala)	15 (numero)
18 (tala)	18 (numero)
Vindmylla	Mulino a vento
Labrador sækir	Labrador retriever
Helena (borg í Montana)	Helena (Montana)
Bertolt Brecht	Bertolt Brecht
Írskur setter	Setter irlandese
Richterskvarði	Scala Richter
Bío-Bío-háskóli	Università del Bío-Bío
Orrustan um Stalíngrad	Battaglia di Stalingrado
Hamas	Hamas
Suva	Suva
Ruhollah Khomeini	Ruhollah Khomeyni
Bárujárn (tónlistarstefna)	Heavy metal
Basilíka	Ocimum basilicum
Leysir	Laser
Prússland	Prussia
Tyrrenahaf	Mar Tirreno
Beykir	Bottaio
Asvanstíflan	Diga di Assuan
.cn	.cn
.ee	.ee
Rómverskir tölustafir	Sistema di numerazione romano
Frétt	Notizia
Hitasótt	Febbre
Teide	Teide
Alþjóðlegur baráttudagur kvenna	Giornata internazionale della donna
1891-1900	Anni 1890
Vorarlberg	Vorarlberg
Vísitala um þróun lífsgæða	Indice di sviluppo umano
Samoyed	Samoiedo
.ao	.ao
Keisari	Imperatore
.bg	.bg
Skakki turninn í Písa	Torre pendente di Pisa
Skurup	Skurup
Norðurhvel	Emisfero boreale
Rekstrarhagfræði	Microeconomia
Rottweiler	Rottweiler
Renminbi	Renminbi cinese
Minas Gerais	Minas Gerais
Leeds	Leeds
.jp	.jp
.bd	.bd
.it	.it
Opinn hugbúnaður	Open source
Port of Spain	Port of Spain
Bæheimur	Boemia
Gæludýr	Animale da compagnia
Edubuntu	Edubuntu
John Steinbeck	John Steinbeck
.in	.in
Hundaæði	Rabbia
Richard Feynman	Richard Feynman
Mús	Mus (genere)
Skordýrafræði	Entomologia
Síberískur husky	Siberian husky
Rúmmál	Volume
Ubuntu Netbook Edition	Ubuntu Netbook Edition
Appelsínugulur	Arancione
Herts	Hertz
.ie	.ie
Bodø	Bodø
Öxi	Scure
Súrrealismi	Surrealismo
Ronaldinho	Ronaldinho
Pol Pot	Pol Pot
Transylvanía	Transilvania
Emma Watson	Emma Watson
1831-1840	Anni 1830
Dráttarvél	Trattore agricolo
Artemis	Artemide
.dk	.dk
Gamal Abdel Nasser	Gamal Abd el-Nasser
Bluetooth	Bluetooth
.bb	.bb
Verkfæri	Attrezzo
Bensín	Benzina
Michael Phelps	Michael Phelps
Nágranninn minn Totoro	Il mio vicino Totoro
Hvatberi	Mitocondrio
Ptólemajos 2.	Tolomeo II
1801-1810	Anni 1800
.ca	.ca
Birkirkara	Birchircara
Caesarion	Tolomeo XV
Vík	Baia
Christiaan Huygens	Christiaan Huygens
Grafreitur	Cimitero
Alí ibn Abu Talib	Ali ibn Abi Talib
Hreindýr	Rangifer tarandus
Læknir	Medico
Nicolas Appert	Nicolas Appert
Merkingarfræði	Semantica
Eyjafjallajökull	Eyjafjallajökull
.co	.co
.ba	.ba
Penélope Cruz	Penélope Cruz
Stonehenge	Stonehenge
.ch	.ch
Þjóðhagfræði	Macroeconomia
Gullgerðarlist	Alchimia
27 f.Kr.	27 a.C.
Viti	Faro
Björgunarsveitin	Le avventure di Bianca e Bernie
Eystrasaltslöndin	Stati baltici
Aconcagua	Aconcagua
Gasaströndin	Striscia di Gaza
.be	.be
Látún	Ottone (lega)
Jack Nicholson	Jack Nicholson
Insúlín	Insulina
Mario Vargas Llosa	Mario Vargas Llosa
Skemmtiferðaskip	Nave da crociera
Dalur	Valle
Manntal	Censimento
Stephen King	Stephen King
Örvera	Microrganismo
Averróes	Averroè
Radio Studio 54 Network	Radio Studio 54 Network
1861-1870	Anni 1860
1871-1880	Anni 1870
19 (tala)	19 (numero)
