Áfríkà	Africa
Pópù Jòhánù 18k	Papa Giovanni XVIII
Ìwé Náhúmù	Libro di Naum
Ìwé Hábákkúkù	Libro di Abacuc
Ìwé Sẹkaríàh	Libro di Zaccaria
Harold Urey	Harold Urey
Ìjàdù fún Áfríkà	Storia del colonialismo in Africa
Leo Esaki	Leo Esaki
Urho Kekkonen	Urho Kekkonen
Àmì ọ̀pá àṣẹ ilẹ̀ Íslándì	Stemma dell'Islanda
Eisaku Satō	Eisaku Sato
Ilẹ̀-Ọba Ilẹ̀gẹ̀ẹ́sì	Regno d'Inghilterra
Pópù Benedict 6k	Papa Benedetto VI
Aristide Briand	Aristide Briand
Ahmed Ben Bella	Ahmed Ben Bella
Milli Tarāna	Sououd-e-Melli
Ilé-Ifẹ̀	Ife (Nigeria)
Lleyton Hewitt	Lleyton Hewitt
Fátímọ̀ ọmọ Mùhammédù	Fatima bint Muhammad
Kenny de Schepper	Kenny de Schepper
Turgut Özal	Turgut Özal
Christopher Lee	Christopher Lee
Frederick Banting	Frederick Grant Banting
Frédéric Passy	Frédéric Passy
Li Na (tennis)	Li Na (tennista)
Aristotle Onassis	Aristotele Onassis
Albert Szent-Györgyi	Albert Szent-Györgyi
Juan Martín del Potro	Juan Martín del Potro
Philip Seymour Hoffman	Philip Seymour Hoffman
Garrincha	Garrincha
Àsìá ilẹ̀ Sùrìnámù	Bandiera del Suriname
Agbègbè Zanzibar Ìlú/Ìwọ̀orùn	Regione di Zanzibar Urbana-Ovest
Amélie Mauresmo	Amélie Mauresmo
Pópù Gelasius 2k	Papa Gelasio II
Open Amẹ́ríkà 2003 − Àwọn Obìnrin Ẹnìkan	US Open 2003 - Singolare femminile
Oklahoma City Thunder	Oklahoma City Thunder
Norman Mailer	Norman Mailer
Jane Addams	Jane Addams
Àsìá ilẹ̀ Saint Kitts àti Nevis	Bandiera di Saint Kitts e Nevis
Leu Móldófà	Leu moldavo
Àmì ọ̀pá àṣẹ ilẹ̀ Húngárì	Stemma di Ungheria
Àmì orílẹ̀-èdè ilẹ̀ Gríìsì	Stemma della Grecia
Àwọn Ìdíje Òlímpíkì Ìgbà Oru 2020	Giochi della XXXII Olimpiade
Brian David Josephson	Brian Josephson
Chen Ning Yang	Chen Ning Yang
Pápá Eréìdárayá Loftus Versfeld	Loftus Versfeld
Julie Christie	Julie Christie
Pápá Eréìdárayá Free State	Free State Stadium
Pápá Eréìdárayá Etíomi Nelson Mandela	Nelson Mandela Bay Stadium
David Nalbandian	David Nalbandian
Herbert Simon	Herbert Simon
Bingu wa Mutharika	Bingu wa Mutharika
Stylianos Mavromichalis	Stylianos Mavromichalis
Ìwé Sámúẹ́lì	Libri di Samuele
Agostinho Neto	Agostinho Neto
Ray Milland	Ray Milland
Nnamdi Azikiwe	Nnamdi Azikiwe
Ronald Colman	Ronald Colman
Richard Dreyfuss	Richard Dreyfuss
Fredric March	Fredric March
Robert Peel	Robert Peel
Rex Harrison	Rex Harrison
Cliff Robertson	Cliff Robertson
Rand	Rand sudafricano
David Niven	David Niven
Ẹgbẹ́ agbábọ́ọ̀lù-ẹlẹ́sẹ̀ ọmọorílẹ̀-èdè Nàìjíríà	Nazionale di calcio della Nigeria
F. Murray Abraham	F. Murray Abraham
Pópù Jòhánù 13k	Papa Giovanni XIII
Pópù Jòhánù 11k	Papa Giovanni XI
Jack Kilby	Jack St. Clair Kilby
Matti Vanhanen	Matti Vanhanen
Rustenburg	Rustenburg
Paul Lukas	Paul Lukas
Kumasi	Kumasi
Maxentius	Massenzio
Pápá Eréìdárayá Ellis Park	Ellis Park Stadium
Jessica Tandy	Jessica Tandy
Mila Rodino	Mila Rodino
George Arliss	George Arliss
Benito Juárez	Benito Juárez
Paul Muni	Paul Muni
Broderick Crawford	Broderick Crawford
José Sócrates	José Sócrates
Louise Fletcher	Louise Fletcher
Lars Løkke Rasmussen	Lars Løkke Rasmussen
Àmì ọ̀pá àṣẹ ilẹ̀ Kàsàkstán	Emblema del Kazakistan
Glenda Jackson	Glenda Jackson
Art Carney	Art Carney
George C. Scott	George C. Scott
Wilt Chamberlain	Wilt Chamberlain
Janet Gaynor	Janet Gaynor
Pópù Benedict 4k	Papa Benedetto IV
Pópù Lucius 3k	Papa Lucio III
Cambyses 2k	Cambise II di Persia
Greer Garson	Greer Garson
Pópù Leo 7k	Papa Leone VII
Ọkọ̀-àlọbọ̀ Òfurufú Endeavour	Space Shuttle Endeavour
Àsìá ilẹ̀ Fíjì	Bandiera delle Figi
Psalmu Swítsàlandì	Salmo Svizzero
Valdis Zatlers	Valdis Zatlers
Jules Armand Dufaure	Jules-Armand Dufaure
Etta James	Etta James
Ivan Lendl	Ivan Lendl
Asafa Powell	Asafa Powell
Forest Whitaker	Forest Whitaker
Àsìá ilẹ̀ Gúúsù Sudan	Bandiera del Sudan del Sud
Dọ́là Sìmbábúè	Dollaro zimbabwiano
Louis 2k	Luigi II di Francia
Niels Ryberg Finsen	Niels Ryberg Finsen
Kánò	Kano
Publius Septimius Geta	Geta
Jan Tinbergen	Jan Tinbergen
Samuel Johnson	Samuel Johnson
Edward Mills Purcell	Edward Mills Purcell
Zhores Alferov	Žores Ivanovič Alfërov
İsmet İnönü	İsmet İnönü
Ìbàdàn	Ibadan
STS-30	STS-30
Tögrög	Tugrik mongolo
Ilya Prigogine	Ilya Prigogine
Ẹ̀wádún 130	Anni 130
Cedi	Cedi ghanese
Anne Bancroft	Anne Bancroft
Martin Lawrence	Martin Lawrence
Ernest Walton	Ernest Walton
Owen Chamberlain	Owen Chamberlain
Tsung-Dao Lee	Tsung-Dao Lee
Ìwé Hóséà	Libro di Osea
Gary, Indiana	Gary (Indiana)
The Metamorphosis	La metamorfosi
Gilles Deleuze	Gilles Deleuze
Simple Network Management Protocol	Simple Network Management Protocol
Kelly Rowland	Kelly Rowland
Àmì ọ̀pá àṣẹ ilẹ̀ Kroatíà	Stemma della Croazia
Àsìá ilẹ̀ Orílẹ̀òmìnira Dómíníkì	Bandiera della Repubblica Dominicana
Àmì ọ̀pá àṣẹ ilẹ̀ Látfíà	Stemma della Lettonia
Àsìá ilẹ̀ Trínídád àti Tòbágò	Bandiera di Trinidad e Tobago
Irving Langmuir	Irving Langmuir
Adélie Land	Terra Adelia
Mojave Desert	Deserto del Mojave
OpenDocument	OpenDocument
Patrick Blackett, Baron Blackett	Patrick Maynard Stuart Blackett
Ilẹ̀ọbalúayé Málì	Impero del Mali
Deşteaptă-te, române!	Deșteaptă-te, Române!
Licinius	Licinio
Sergey Bubka	Serhij Bubka
Sin-Itiro Tomonaga	Shin'ichirō Tomonaga
Charles G. Dawes	Charles G. Dawes
Charles Hard Townes	Charles Hard Townes
Polykarp Kusch	Polykarp Kusch
Walter Houser Brattain	Walter Houser Brattain
Àsìá ilẹ̀ Saint Vincent àti àwọn Grẹnadínì	Bandiera di Saint Vincent e Grenadine
Gerard 't Hooft	Gerardus 't Hooft
Àsìá ilẹ̀ Lùsíà Mímọ́	Bandiera di Santa Lucia
Maurice Wilkins	Maurice Wilkins
Gloria Estefan	Gloria Estefan
Slavoj Žižek	Slavoj Žižek
Pál Schmitt	Pál Schmitt
John Hicks	John Hicks (economista)
Thomas Kuhn	Thomas Kuhn
Àmì ọ̀pá àṣẹ ilẹ̀ Ísráẹ́lì	Stemma di Israele
Rita Levi-Montalcini	Rita Levi-Montalcini
Christopher Walken	Christopher Walken
Jim Broadbent	Jim Broadbent
Carlos Menem	Carlos Saúl Menem
Tòbágò	Tobago
Denes nad Makedonija	Denes Nad Makedonija
Bože pravde	Bože Pravde
Àsìá ilẹ̀ Papua Guinea Titun	Bandiera della Papua Nuova Guinea
Brian Cowen	Brian Cowen
Àsìá ilẹ̀ àwọn Erékùṣù Falkland	Bandiera delle Isole Falkland
Àsìá ilẹ̀ Nàúrù	Bandiera di Nauru
Àsìá ilẹ̀ Fanuatu	Bandiera di Vanuatu
Ìtàn ilẹ̀ Ẹ́gíptì	Storia dell'Egitto
Mikhail Bakhtin	Michail Michajlovič Bachtin
Flavio Cipolla	Flavio Cipolla
Constans	Costante I
Ramón María Narváez, 1st Duke of Valencia	Ramón María Narváez
Pietermaritzburg	Pietermaritzburg
Grytviken	Grytviken
Saint-Pierre, Saint Pierre àti Mìkẹ́lọ̀n	Saint-Pierre (Saint-Pierre e Miquelon)
Àsìá ilẹ̀ Wales	Bandiera del Galles
Juan Carlos Ferrero	Juan Carlos Ferrero
Mike Myers	Mike Myers
Alexis Carrel	Alexis Carrel
Quintillus	Quintillo
Gabriel Antonio Pereira	Gabriel Antonio Pereira
Àsìá ilẹ̀ Erékùṣù ilẹ̀ Man	Bandiera dell'Isola di Man
Homo floresiensis	Homo floresiensis
Theodor Svedberg	Theodor Svedberg
Gaël Monfils	Gaël Monfils
Àsìá ilẹ̀ Họ́ng Kọng	Bandiera di Hong Kong
Julian Schwinger	Julian Schwinger
Riccardo Giacconi	Riccardo Giacconi
Willis Lamb	Willis Lamb
Chang Myon	Chang Myon
Julius Nyerere	Julius Nyerere
Àmì ọ̀pá àṣẹ ilẹ̀ Irak	Stemma dell'Iraq
Marie-Joseph Motier, Marquis de Lafayette	Gilbert du Motier de La Fayette
Santiago Casares Quiroga	Santiago Casares Quiroga
Pula	Pula del Botswana
Carus	Marco Aurelio Caro
Philip Roth	Philip Roth
Sally Field	Sally Field
Pápá Eréìdárayá Peter Mokaba	Peter Mokaba Stadium
Human Rights Watch	Human Rights Watch
Probus	Marco Aurelio Probo
Pápá Eréìdárayá Mbombela	Mbombela Stadium
Lionel Jospin	Lionel Jospin
Carlo Rubbia	Carlo Rubbia
Pierre-Gilles de Gennes	Pierre-Gilles de Gennes
Àmì ọ̀pá àṣẹ ilẹ̀ Orílẹ̀-èdè Olómìnira àwọn Ará ilẹ̀ Ṣáínà	Stemma della Repubblica Popolare Cinese
Zelda Williams	Zelda Williams
Àmì ọ̀pá àṣẹ ilẹ̀ Írẹ́lándì	Stemma dell'Irlanda
Álvaro Uribe	Álvaro Uribe Vélez
Charles 3k	Carlo III di Francia
François Duvalier	François Duvalier
Jerome Isaac Friedman	Jerome Isaac Friedman
Ragnar Frisch	Ragnar Frisch
Àmì ọ̀pá àṣẹ ilẹ̀ Ìránì	Stemma dell'Iran
Àmì ọ̀pá àṣẹ ilẹ̀ Lituéníà	Stemma della Lituania
Àmì ọ̀pá àṣẹ ilẹ̀ Tháílàndì	Stemma della Thailandia
Àsìá ilẹ̀ Tóngà	Bandiera delle Tonga
Arantxa Sánchez Vicario	Arantxa Sánchez Vicario
Àmì ọ̀pá àṣẹ ilẹ̀ Tsad	Stemma del Ciad
Langston Hughes	Langston Hughes
Francesca Schiavone	Francesca Schiavone
Ronald Coase	Ronald Coase
Walter Mosley	Walter Mosley
Yoichiro Nambu	Yōichirō Nambu
Alexei Alexeyevich Abrikosov	Aleksej Alekseevič Abrikosov
Apollo 16	Apollo 16
Ogg	Ogg
Ẹ̀wádún 1400	Anni 1400
Rupee Pakístàn	Rupia pakistana
Frits Zernike	Frits Zernike
Àmì ọ̀pá àṣẹ ilẹ̀ Báháráìnì	Stemma del Bahrein
Àmì ọ̀pá àṣẹ ilẹ̀ Brasil	Stemma del Brasile
Goldie Hawn	Goldie Hawn
Àsìá ilẹ̀ Sàmóà	Bandiera delle Samoa
Ẹ̀wádún 140	Anni 140
Ẹ̀wádún 1410	Anni 1410
Ìwé Sẹfaníàh	Libro di Sofonia
Rial Ìránì	Riyal iraniano
Àsìá ilẹ̀ Páláù	Bandiera di Palau
Rigoberta Menchú	Rigoberta Menchú Tum
Pyeongchang	Pyeongchang
Državna himna Bosne i Hercegovine	Intermeco
Òṣèlú aṣojú	Democrazia rappresentativa
Sharjah	Sharja (emirato)
Àsìá ilẹ̀ Àrúbà	Bandiera di Aruba
Bernardino Rivadavia	Bernardino Rivadavia
Gao	Gao (Mali)
Ẹ̀wádún 1430	Anni 1430
Emilio Aguinaldo	Emilio Aguinaldo
Extensible Messaging and Presence Protocol	Extensible Messaging and Presence Protocol
B.B. King	B.B. King
Ogun Abẹ́lé Gríìsì	Guerra civile greca
Pedro Eugenio Aramburu	Pedro Eugenio Aramburu
Kostas Karamanlis	Kōstas Karamanlīs
Ramón Castillo	Ramón S. Castillo
Austen Chamberlain	Austen Chamberlain
Charles Louis Alphonse Laveran	Charles Louis Alphonse Laveran
Maximinus	Massimino Daia
Gratian	Graziano
Ioannis Metaxas	Ioannis Metaxas
Walter Raleigh	Walter Raleigh
Antonio López de Santa Anna	Antonio López de Santa Anna
Black Panther Party	Pantere Nere
Pápá Eréìdárayá Royal Bafokeng	Royal Bafokeng Stadium
Sneferu	Snefru
Jean Dujardin	Jean Dujardin
Theodore William Richards	Theodore William Richards
Nevill Francis Mott	Nevill Francis Mott
Willem Einthoven	Willem Einthoven
Stefan Edberg	Stefan Edberg
Àmì ọ̀pá àṣẹ ilẹ̀ Swítsàlandì	Stemma della Svizzera
Narmer	Narmer
Àmì ọ̀pá àṣẹ ilẹ̀ Slofákíà	Stemma della Slovacchia
Àsìá ilẹ̀ Àngúíllà	Bandiera di Anguilla
Àsìá ilẹ̀ Jersey	Bandiera di Jersey
Simple Object Access Protocol	SOAP
Abomey	Abomey
Artaxerxes 1k Pẹ́rsíà	Artaserse I di Persia
François-Noël Babeuf	François-Noël Babeuf
Melvin Schwartz	Melvin Schwartz
Marvin Gaye	Marvin Gaye
Antonio José de Sucre	Antonio José de Sucre
Arthur Harden	Arthur Harden
Randal Cremer	William Randal Cremer
Ẹ̀wádún 1460	Anni 1460
Jennifer Jones	Jennifer Jones
Aberdeenshire	Aberdeenshire
Westminster	Westminster
Nicolaas Bloembergen	Nicolaas Bloembergen
Antony Hewish	Antony Hewish
Robert B. Laughlin	Robert Laughlin
Àsìá ilẹ̀ Bẹ̀rmúdà	Bandiera di Bermuda
Ayub Khan	Ayyub Khan
Àmì ọ̀pá àṣẹ ilẹ̀ Máltà	Stemma di Malta
Carinus	Marco Aurelio Carino
Ẹ̀wádún 1470	Anni 1470
Àmì ọ̀pá àṣẹ ilẹ̀ Swídìn	Stemma della Svezia
Àwọn ọmọ Yorùbá	Yoruba (popolo)
Orin-ìyìn Pontifical	Inno e Marcia Pontificale
Ẹ̀wádún 1480	Anni 1480
Willard Libby	Willard Frank Libby
Henry Way Kendall	Henry Way Kendall
Henrik Dam	Henrik Carl Peter Dam
Arthur Leonard Schawlow	Arthur Schawlow
Christopher Plummer	Christopher Plummer
Vicente Fox	Vicente Fox
Aaron Klug	Aaron Klug
Àsìá ilẹ̀ àwọn Ìpínlẹ̀ Àṣepapọ̀ ilẹ̀ Mikronésíà	Bandiera degli Stati Federati di Micronesia
Claude Cohen-Tannoudji	Claude Cohen-Tannoudji
Dinar Líbyà	Dinaro libico
Ẹ̀wádún 1490	Anni 1490
Gustavo Kuerten	Gustavo Kuerten
James Rainwater	James Rainwater
William Daniel Phillips	William Phillips
Martin Ryle	Martin Ryle
Philip Warren Anderson	Philip Warren Anderson
Àmì ọ̀pá àṣẹ ilẹ̀ Bangladẹ́shì	Stemma del Bangladesh
Henri La Fontaine	Henri La Fontaine
Dọ́là Singapore	Dollaro di Singapore
Sissy Spacek	Sissy Spacek
Anjelica Huston	Anjelica Huston
Carloman 1k	Carlomanno I
Plazas de soberanía	Plazas de soberanía
Isabel Martínez de Perón	Isabel Martínez de Perón
Fredrik Bajer	Fredrik Bajer
Session Initiation Protocol	Session Initiation Protocol
Gary Becker	Gary Becker
Dylan Thomas	Dylan Thomas
Patricia Neal	Patricia Neal
Króna Fàróè	Corona delle Fær Øer
Àwọn Ìgbèríko ilẹ̀ Gúúsù Áfríkà	Province del Sudafrica
David Ferrer	David Ferrer
Àmì ọ̀pá àṣẹ ilẹ̀ Montenẹ́grò	Stemma del Montenegro
Àsìá ilẹ̀ Palẹstínì	Bandiera della Palestina
Nikolay Davydenko	Nikolaj Davydenko
Fernando Verdasco	Fernando Verdasco
Apollo 10	Apollo 10
Samantha Stosur	Samantha Stosur
Marisa Tomei	Marisa Tomei
Frederick Reines	Frederick Reines
Petronius Maximus	Petronio Massimo
Majorian	Maggioriano
Raymond Poincaré	Raymond Poincaré
Ẹ̀wádún 150	Anni 150
Yun Bo-seon	Yun Bo-seon
Svetlana Kuznetsova	Svetlana Kuznecova
Paul Ricoeur	Paul Ricœur
Đồng	Đồng vietnamita
Burton Richter	Burton Richter
Yun Chi-ho	Yun Chi-Ho
Peter Higgs	Peter Higgs
Saint Helena, Ascension àti Tristan da Cunha	Sant'Elena, Ascensione e Tristan da Cunha
Ẹ̀wádún 1520	Anni 1520
Joseph Murray	Joseph Murray
Pascoal Ranieri Mazzilli	Pascoal Ranieri Mazzilli
João Baptista de Oliveira Figueiredo	João Baptista de Oliveira Figueiredo
Sahelanthropus	Sahelanthropus tchadensis
Jennifer Hudson	Jennifer Hudson
Tripolitáníà	Tripolitania
Erékùṣù Robben	Robben Island
Ẹ̀wádún 1530	Anni 1530
Mengistu Haile Mariam	Menghistu Hailè Mariàm
David Trimble	David Trimble
Edmund Phelps	Edmund Phelps
Simon Kuznets	Simon Kuznets
Kenneth Arrow	Kenneth Arrow
George Andrew Olah	George Andrew Olah
Klas Pontus Arnoldson	Klas Pontus Arnoldson
Bülent Ecevit	Bülent Ecevit
Hutu	Hutu
Allvar Gullstrand	Allvar Gullstrand
Jo-Wilfried Tsonga	Jo-Wilfried Tsonga
Joseph Hooton Taylor, Jr.	Joseph Hooton Taylor, Jr.
Ivar Giaever	Ivar Giaever
Bertram Brockhouse	Bertram Brockhouse
Leon M. Lederman	Leon Lederman
Ilya Frank	Il'ja Michajlovič Frank
Robert Coleman Richardson	Robert Coleman Richardson
Kai Siegbahn	Kai Siegbahn
Samuel C. C. Ting	Samuel Chao Chung Ting
Anthony James Leggett	Anthony James Leggett
L-Innu Malti	L-Innu Malti
Bettino Craxi	Bettino Craxi
Carloman 2k ilẹ̀ Fránsì	Carlomanno II di Francia
Artaxerxes 3k	Artaserse III di Persia
BMP file format	Windows bitmap
Miguel Primo de Rivera, 2nd Marquis of Estella	Miguel Primo de Rivera
Frank B. Kellogg	Frank Kellogg
Ferhat Abbas	Ferhat Abbas
Raúl Alfonsín	Raúl Ricardo Alfonsín
Tutsi	Tutsi
Dinar Iraki	Dinaro iracheno
Dinar Kuwaiti	Dinaro kuwaitiano
James Woods	James Woods
Louis 3k ilẹ̀ Fránsì	Luigi III di Francia
Fatmir Sejdiu	Fatmir Sejdiu
Festus Mogae	Festus Mogae
Ẹ̀wádún 1550	Anni 1550
Àgbàjọ Tòkòwò àwọn Orílẹ̀-èdè Ìwọòrùn Áfríkà	Comunità economica degli Stati dell'Africa occidentale
Billie Jean	Billie Jean
Carlos Moyá	Carlos Moyá
Nancy Reagan	Nancy Reagan
Ẹ̀wádún 1560	Anni 1560
Daniel arap Moi	Daniel Toroitich arap Moi
James Cronin	James Cronin
Kenneth G. Wilson	Kenneth Wilson
Frank Macfarlane Burnet	Frank Macfarlane Burnet
John Hume	John Hume
Quincy Jones	Quincy Jones
Alan Lloyd Hodgkin	Alan Lloyd Hodgkin
Jack Palance	Jack Palance
John Hasbrouck Van Vleck	John Hasbrouck van Vleck
Henry John Temple, 3rd Viscount Palmerston	Henry John Temple, III visconte Palmerston
Louis 4k ilẹ̀ Fránsì	Luigi IV di Francia
Stanislas Wawrinka	Stanislas Wawrinka
Tomáš Berdych	Tomáš Berdych
Benicio del Toro	Benicio del Toro
Frantz Fanon	Frantz Fanon
Carlos Saavedra Lamas	Carlos Saavedra Lamas
Jan Fischer (Olóṣèlú ilẹ̀ Tṣẹ́skì)	Jan Fischer
Olybrius	Anicio Olibrio
Ẹ̀wádún 1570	Anni 1570
Àsìá ilẹ̀ àwọn Erékùṣù Cook	Bandiera delle Isole Cook
SpaceX	SpaceX
Dobra	Dobra di São Tomé e Príncipe
Àmì ọ̀pá àṣẹ ilẹ̀ San Màrínò	Stemma di San Marino
Àmì ọ̀pá àṣẹ ilẹ̀ Mòngólíà	Emblema della Mongolia
Àmì ọ̀pá àṣẹ ilẹ̀ Ethiópíà	Stemma dell'Etiopia
Ẹyọ tíkòsí	Unità immaginaria
Roger Penrose	Roger Penrose
Pópù Stephen 4k	Papa Stefano IV
Oben am jungen Rhein	Oben am jungen Rhein
6674 Cézanne	6674 Cézanne
6675 Sisley	6675 Sisley
6678 Seurat	6678 Seurat
6676 Monet	6676 Monet
6719 Gallaj	6719 Gallaj
6677 Renoir	6677 Renoir
6688 Donmccarthy	6688 Donmccarthy
6754 Burdenko	6754 Burdenko
Sade Adu	Sade Adu
Dọ́là àwọn Bàhámà	Dollaro delle Bahamas
Dọ́là Bárbádọ̀s	Dollaro di Barbados
Taka	Taka bengalese
6682 Makarij	6682 Makarij
Juan José Torres	Juan José Torres Gonzáles
Ẹ̀wádún 1620	Anni 1620
Àwọn Erékùṣù Agalega	Agalega
Ẹ̀wádún 1630	Anni 1630
Ẹ̀wádún 1640	Anni 1640
Ẹ̀wádún 1650	Anni 1650
Ẹ̀wádún 1660	Anni 1660
Ẹ̀wádún 1670	Anni 1670
2211 Hanuman	2211 Hanuman
Ẹ̀wádún 1690	Anni 1690
Zheng Jie	Zheng Jie
Spyridon Trikoupis	Spiridon Trikoupis
Charilaos Trikoupis	Charilaos Trikoupis
6689 Floss	6689 Floss
Rajendra Prasad	Rajendra Prasad
6761 Haroldconnolly	6761 Haroldconnolly
6762 Cyrenagoodrich	6762 Cyrenagoodrich
6757 Addibischoff	6757 Addibischoff
Ẹ̀wádún 1710	Anni 1710
Ẹ̀wádún 1720	Anni 1720
Teos ilẹ̀ Ẹ́gíptì	Teos (faraone)
Àmì ọ̀pá àṣẹ ilẹ̀ Itálíà	Emblema della Repubblica Italiana
Àmì ọ̀pá àṣẹ ilẹ̀ Ukréìn	Stemma dell'Ucraina
Ponun Ẹ́gíptì	Sterlina egiziana
Afghaní	Afghani afghano
Pópù Severinus	Papa Severino
Pópù Jòhánù 6k	Papa Giovanni VI
Pópù Jòhánù 4k	Papa Giovanni IV
Pópù Jòhánù 7k	Papa Giovanni VII
Pópù Eugene 1k	Papa Eugenio I
El Gran Carlemany	El Gran Carlemany
Pópù Jòhánù 5k	Papa Giovanni V
Ẹ̀wádún 1760	Anni 1760
Peso Argẹntínà	Peso argentino
Pópù Vitalian	Papa Vitaliano
Àmì ọ̀pá àṣẹ ilẹ̀ Bẹ́ljíọ̀m	Stemma del Belgio
Àsìá ilẹ̀ Abkhazia	Bandiera dell'Abcasia
Barbara McClintock	Barbara McClintock
Àmì ọ̀pá àṣẹ ilẹ̀ Àngólà	Emblema dell'Angola
Dinar Àlgéríà	Dinaro algerino
Àmì ọ̀pá àṣẹ ilẹ̀ Túrkì	Emblema della Turchia
Riyal Sáúdí	Riyal saudita
Àmì ọ̀pá àṣẹ ilẹ̀ Argẹntínà	Stemma dell'Argentina
Àmì ọ̀pá àṣẹ ilẹ̀ Sérbíà	Stemma della Serbia
Khafra	Chefren
Àmì ọ̀pá àṣẹ ilẹ̀ Bósníà àti Hẹrjẹgòfínà	Stemma della Bosnia ed Erzegovina
Anna Paquin	Anna Paquin
Somoni	Somoni tagiko
Magdalena Department	Dipartimento di Magdalena
Ẹ̀wádún 1790	Anni 1790
Florianus	Marco Annio Floriano
Àsìá ilẹ̀ Transnistria	Bandiera della Transnistria
Peso Tsílè	Peso cileno
Àmì ọ̀pá àṣẹ ilẹ̀ Georgia	Stemma della Georgia
Kip	Kip laotiano
Tavisupleba	Tavisupleba
Pietro Badoglio	Pietro Badoglio
Linda B. Buck	Linda Buck
Àmì ọ̀pá àṣẹ ilẹ̀ Sáúdí Arábíà	Emblema dell'Arabia Saudita
Àmì ọ̀pá àṣẹ ilẹ̀ Nẹ́dálándì	Stemma dei Paesi Bassi
Dirham Mòrókò	Dirham marocchino
Àmì ọ̀pá àṣẹ ilẹ̀ Pọ́rtúgàl	Stemma del Portogallo
Àsìá ilẹ̀ àwọn Erékùṣù Marshall	Bandiera delle Isole Marshall
Dirham àwọn Ẹ́mírétì Árábù Aṣọ̀kan	Dirham degli Emirati Arabi Uniti
Milo Đukanović	Milo Đukanović
Kwanza	Kwanza angolano
Video compression	Compressione video digitale
.рф	.рф
Àmì ọ̀pá àṣẹ ilẹ̀ Fiẹtnám	Emblema del Vietnam
Roger Y. Tsien	Roger Tsien
Muhammad Zia-ul-Haq	Muhammad Zia-ul-Haq
Ẹ̀wádún 180	Anni 180
Tilda Swinton	Tilda Swinton
Marigot, Saint Martin	Marigot (Saint-Martin)
Àmì ọ̀pá àṣẹ ilẹ̀ Tànsáníà	Stemma della Tanzania
Boliviano	Boliviano
Himno Nacional Mexicano	Himno Nacional Mexicano
Metical	Metical mozambicano
Kina	Kina papuana
Tassos Papadopoulos	Tassos Papadopoulos
Hiroshige	Hiroshige Utagawa
Deodoro da Fonseca	Manuel Deodoro da Fonseca
Àmì ọ̀pá àṣẹ ilẹ̀ New Zealand	Stemma della Nuova Zelanda
Ruble Transnistria	Rublo transnistriano
Menkaura	Micerino
Àmì ọ̀pá àṣẹ ilẹ̀ Móldófà	Stemma della Moldavia
Àmì ọ̀pá àṣẹ ilẹ̀ Kòréà Gúúsù	Stemma della Corea del Sud
Àmì ọ̀pá àṣẹ ilẹ̀ Kẹ́nyà	Stemma del Kenya
RealAudio	RealAudio
Àmì ọ̀pá àṣẹ ilẹ̀ Láọ̀s	Emblema del Laos
Àmì ọ̀pá àṣẹ ilẹ̀ Turkmẹ́nìstán	Stemma del Turkmenistan
Àmì ọ̀pá àṣẹ ilẹ̀ Àlgéríà	Emblema dell'Algeria
Àmì ọ̀pá àṣẹ ilẹ̀ Lúksẹ́mbọ̀rg	Stemma del Lussemburgo
Ẹ́mblẹ́m ilẹ̀ Pakístàn	Stemma del Pakistan
Àmì ọ̀pá àṣẹ ilẹ̀ Orílẹ̀-èdè Olómìnira ilẹ̀ Makẹdóníà	Emblema della Repubblica di Macedonia
Chris Bosh	Chris Bosh
Brian Schmidt	Brian P. Schmidt
Richard E. Taylor	Richard Edward Taylor
Bàlúṣì	Baluchi
Peso Kúbà	Peso cubano
Clifford Shull	Clifford Shull
Guillermo Vilas	Guillermo Vilas
Edward Said	Edward Saïd
George Clinton (Igbákejì Ààrẹ)	George Clinton (vicepresidente USA)
Ngultrum	Ngultrum del Bhutan
David Lee	David M. Lee
Dinar Báháráìnì	Dinaro del Bahrein
Kyat	Kyat birmano
Ponun Lẹ́bánọ́nì	Lira libanese
Constantius 3k	Costanzo III
Àsìá ilẹ̀ Sòmálílàndì	Bandiera del Somaliland
Olúṣẹ́gun Ọbásanjọ́	Olusegun Obasanjo
Dọ́là Sùrìnámù	Dollaro surinamese
Won Kòréà Gúúsù	Won sudcoreano
Auguste Marie Francois Beernaert	Auguste Beernaert
Barry Marshall	Barry J. Marshall
Daniel C. Tsui	Daniel Tsui
Robert H. Grubbs	Robert Grubbs
Shelley Winters	Shelley Winters
Yves Chauvin	Yves Chauvin
Martinus J. G. Veltman	Martinus Veltman
Andrew Fire	Andrew Zachary Fire
Thomas Sankara	Thomas Sankara
Richard R. Schrock	Richard Schrock
Abá	Aba (Nigeria)
Makoto Kobayashi	Makoto Kobayashi
Ons Heemecht	Ons Heemecht
Toshihide Maskawa	Toshihide Maskawa
Juho Kusti Paasikivi	Juho Kusti Paasikivi
Walter Matthau	Walter Matthau
Àsìá ilẹ̀ Niue	Bandiera di Niue
Giuliano Amato	Giuliano Amato
Volusianus	Volusiano
Dáríù 2k Pẹ́rsíà	Dario II di Persia
Élie, duc Decazes	Élie Decazes
Margaret Court	Margaret Smith Court
Ọkọ̀-àlọbọ̀ Òfurufú Enterprise	Space Shuttle Enterprise
Dọ́là Nàmíbíà	Dollaro namibiano
